,Unnamed: 0.1,Unnamed: 0,Time,Incident,Reflected,Transmitted,Front Displacement,Back Displacement,Front Force,Back Force,Strain Rate 3W,Strain Rate 1W,Engineering Strain 3W,Engineering Strain 1W,Engineering Stress 2W,Engineering Stress 1W,True Strain 3W,True Strain 1W,True Stress 2W,True Stress 1W,True Strain Rate 1W,True Strain Rate 3W
44,44,44,0.000376079,-0.00029849386,0.00025779687,-8.1985905e-05,-0.20158526,-0.40610248,-0.5799151,-1.1682647,-0.3694,0.4015568,-0.00012844219,0.00013886145,-0.018254096,-0.03677369,-0.00012845044,0.00013885181,-0.01825175,-0.036768965,0.3375836188071767,0.31437268770482546
45,45,45,0.0003846249999999,-0.00029938173,0.0002586848,-8.213388e-05,-0.20158496,-0.40683547,-0.5799143,-1.1703734,-0.3706678,0.4029399,-0.00013160496,0.00014229957,-0.01825407,-0.036840066,-0.00013161362,0.00014228944,-0.018251667,-0.03683522,0.33856996342447077,0.31529806633266155
46,46,46,0.000393174,-0.0003002697,0.00025972072,-8.24299e-05,-0.20085205,-0.40830174,-0.5778058,-1.1745915,-0.3719356,0.40455347,-0.00013477856,0.00014575048,-0.018187704,-0.03697284,-0.00013478765,0.00014573986,-0.018185252,-0.036967855,0.3397194373252167,0.3162225894265245
47,47,47,0.00040172,-0.0003013056,0.00026060868,-8.2577884e-05,-0.20158496,-0.40903476,-0.5799143,-1.1767002,-0.37331873,0.4059366,-0.0001379635,0.00014921422,-0.01825407,-0.037039217,-0.00013797302,0.00014920309,-0.018251551,-0.037034106,0.34070369991089566,0.3172302411416437
48,48,48,0.0004102669999999,-0.00030219357,0.00026164454,-8.287385e-05,-0.20085235,-0.41050076,-0.57780665,-1.1809176,-0.37458652,0.4075501,-0.00014115976,0.00015269076,-0.01818773,-0.037171967,-0.00014116973,0.0001526791,-0.018185163,-0.03716672,0.3418506754248634,0.3181529731681234
49,49,49,0.000418817,-0.0003032295,0.0002626805,-8.3021834e-05,-0.2008522,-0.41123378,-0.57780623,-1.1830263,-0.37608492,0.40916377,-0.00014436785,0.00015618108,-0.018187717,-0.037238345,-0.00014437827,0.00015616888,-0.01818509,-0.03723297,0.3429964575319666,0.31924245272313156
50,50,50,0.000427361,-0.00030411745,0.0002637164,-8.33178e-05,-0.20011929,-0.4126998,-0.57569784,-1.1872437,-0.37735277,0.41077736,-0.00014758777,0.0001596852,-0.018121349,-0.037371095,-0.00014759865,0.00015967245,-0.018118674,-0.037365578,0.3441408716184463,0.32016337429997305
51,51,51,0.000435911,-0.00030515334,0.00026475234,-8.346583e-05,-0.20011914,-0.41343302,-0.5756974,-1.1893531,-0.37885106,0.41239095,-0.0001508195,0.0001632031,-0.018121336,-0.03743749,-0.00015083086,0.00016318979,-0.018118603,-0.037431844,0.3452839775182893,0.321250587176813
52,52,52,0.000444457,-0.00030604127,0.00026578826,-8.361381e-05,-0.19938609,-0.41416603,-0.57358855,-1.1914618,-0.3802341,0.41400456,-0.00015406354,0.00016673481,-0.018054955,-0.03750387,-0.0001540754,0.00016672091,-0.018052174,-0.03749809,0.346425792363099,0.32225312246342835
53,53,53,0.000453002,-0.00030707725,0.0002668242,-8.390978e-05,-0.19938622,-0.41563204,-0.57358897,-1.1956792,-0.3816173,0.41561818,-0.0001573194,0.00017028031,-0.018054968,-0.03763662,-0.00015733177,0.0001702658,-0.018052127,-0.0376307,0.34756631201761273,0.32325476948589066
54,54,54,0.000461552,-0.0003081131,0.00026771214,-8.405776e-05,-0.200119,-0.41636506,-0.575697,-1.1977879,-0.38300034,0.41700128,-0.0001605871,0.0001738386,-0.018121323,-0.037702996,-0.00016059999,0.0001738235,-0.018118413,-0.037696943,0.348542864025002,0.32425529852496254
55,55,55,0.000470097,-0.00030900107,0.0002687481,-8.435372e-05,-0.19938594,-0.41783103,-0.57358813,-1.2020051,-0.38426822,0.41861492,-0.0001638661,0.00017740972,-0.018054942,-0.037835743,-0.00016387954,0.00017739399,-0.018051984,-0.037829544,0.34968098714207424,0.32517163899660645
56,56,56,0.0004786469999999,-0.00031003696,0.00026978392,-8.4501706e-05,-0.19938622,-0.41856405,-0.57358897,-1.204114,-0.3857665,0.4202284,-0.00016715695,0.00018099461,-0.018054968,-0.03790212,-0.00016717092,0.00018097824,-0.01805195,-0.037895784,0.3508177037494105,0.326253416156506
57,57,57,0.000487193,-0.00031107292,0.00027081993,-8.479772e-05,-0.19938594,-0.42003033,-0.57358813,-1.208332,-0.38714963,0.42184213,-0.0001704601,0.00018459331,-0.018054942,-0.038034894,-0.00017047462,0.00018457627,-0.018051865,-0.03802841,0.35195330552733045,0.32725101583126315
58,58,58,0.000495739,-0.00031210884,0.0002718558,-8.49457e-05,-0.19938622,-0.42076328,-0.57358897,-1.2104406,-0.38864794,0.42345566,-0.00017377557,0.0001882058,-0.018054968,-0.038101267,-0.00017379066,0.00018818809,-0.018051831,-0.038094647,0.3530874786733783,0.3283305687220851
59,59,59,0.0005042869999999,-0.00031299677,0.00027289172,-8.5093685e-05,-0.19865318,-0.42149633,-0.57148015,-1.2125493,-0.39003107,0.42506924,-0.00017710334,0.00019183208,-0.017988589,-0.038167644,-0.00017711903,0.00019181367,-0.017985404,-0.038160883,0.35422040201386784,0.32932609941077223
60,60,60,0.000512834,-0.00031403266,0.00027392764,-8.538965e-05,-0.19865303,-0.42296234,-0.57147974,-1.2167667,-0.3914141,0.42668283,-0.00018044295,0.00019547214,-0.017988576,-0.038300395,-0.00018045923,0.00019545303,-0.017985329,-0.038293485,0.3553520503006705,0.33032056813436816
61,61,61,0.00052138,-0.0003149206,0.0002749636,-8.5537635e-05,-0.19791983,-0.42369536,-0.5693705,-1.2188754,-0.39279723,0.42829648,-0.00018379437,0.00019912599,-0.017922182,-0.038366772,-0.00018381127,0.00019910617,-0.017918888,-0.03835972,0.35648246141515993,0.33131412067032406
62,62,62,0.00052993,-0.00031595654,0.00027599948,-8.583365e-05,-0.19792011,-0.4251616,-0.5693713,-1.2230935,-0.39418027,0.42991003,-0.00018715761,0.00020279364,-0.017922208,-0.038499545,-0.00018717513,0.0002027731,-0.017918853,-0.03849234,0.35761152620860004,0.33230662248530574
63,63,63,0.000538477,-0.00031699246,0.0002771834,-8.598163e-05,-0.19718707,-0.4258946,-0.5672625,-1.2252022,-0.3957939,0.43175417,-0.00019053367,0.00020647608,-0.017855827,-0.03856592,-0.00019055181,0.00020645476,-0.017852424,-0.038558573,0.3589003848072321,0.33346335733774657
64,64,64,0.0005470249999999,-0.00031802838,0.00027821935,-8.62776e-05,-0.19718692,-0.42736062,-0.56726205,-1.2294197,-0.39717698,0.43336782,-0.00019392252,0.00021017328,-0.017855814,-0.038698673,-0.00019394133,0.0002101512,-0.017852351,-0.03869117,0.36002679420707495,0.33445375800605187
65,65,65,0.000555571,-0.0003190643,0.00027925527,-8.642558e-05,-0.19718692,-0.4280936,-0.56726205,-1.2315283,-0.39867535,0.4349814,-0.0001973237,0.00021388428,-0.017855814,-0.038765047,-0.00019734316,0.0002138614,-0.01785229,-0.0387574,0.3611518874551074,0.33552561014028265
66,66,66,0.000564117,-0.00032010025,0.0002802912,-8.672154e-05,-0.19718707,-0.42955962,-0.5672625,-1.2357457,-0.40005845,0.43659502,-0.00020073718,0.00021760906,-0.017855827,-0.038897797,-0.00020075733,0.0002175854,-0.017852243,-0.03888999,0.36227574413438784,0.3365139857497059
67,67,67,0.0005726669999999,-0.00032113618,0.0002813271,-8.686958e-05,-0.19718707,-0.4302929,-0.5672625,-1.2378551,-0.40155676,0.4382086,-0.00020416299,0.00022134765,-0.017855827,-0.038964197,-0.00020418383,0.00022132316,-0.017852182,-0.038956244,0.3633983113652216,0.33758359026748386
68,68,68,0.000581212,-0.0003221721,0.00028251103,-8.716554e-05,-0.196454,-0.4317589,-0.56515366,-1.2420725,-0.4030551,0.44005275,-0.0002076016,0.00022510102,-0.017789448,-0.039096948,-0.00020762315,0.00022507568,-0.017785754,-0.03908883,0.3646797448614204,0.3386520733356179
69,69,69,0.000589762,-0.00032320805,0.00028354698,-8.731353e-05,-0.196454,-0.43249193,-0.56515366,-1.2441812,-0.40455353,0.4416664,-0.000211053,0.00022886915,-0.017789448,-0.039163325,-0.00021107528,0.00022884295,-0.017785693,-0.03915506,0.3657996667446175,0.3397194800434187
70,70,70,0.0005983069999999,-0.00032424388,0.00028458287,-8.7609485e-05,-0.19645372,-0.43395787,-0.5651528,-1.2483984,-0.4059365,0.44327995,-0.00021451674,0.00023265107,-0.017789422,-0.039296072,-0.00021453974,0.000232624,-0.017785605,-0.03928764,0.3669182665190974,0.34070362878393046
71,71,71,0.000606853,-0.0003252799,0.00028561876,-8.775747e-05,-0.19645429,-0.4346909,-0.5651545,-1.2505072,-0.4074349,0.44489348,-0.00021799278,0.0002364468,-0.017789474,-0.03936245,-0.00021801655,0.00023641884,-0.017785596,-0.03935387,0.36803560258424245,0.34176882774179274
72,72,72,0.000615403,-0.00032631576,0.00028665477,-8.805348e-05,-0.19645357,-0.43615714,-0.5651524,-1.2547252,-0.40881804,0.44650725,-0.00022148114,0.0002402563,-0.017789409,-0.039495222,-0.00022150567,0.00024022744,-0.01778547,-0.039486475,0.36915185751966023,0.3427510833421774
73,73,73,0.0006239469999999,-0.00032749964,0.00028783863,-8.8201465e-05,-0.19645372,-0.43689016,-0.5651528,-1.2568339,-0.4105468,0.44835126,-0.0002249828,0.00024408058,-0.017789422,-0.0395616,-0.0002250081,0.00024405081,-0.017785419,-0.0395527,0.3704258474179851,0.3439774306329815
74,74,74,0.000632494,-0.00032853565,0.00028887452,-8.849743e-05,-0.19645429,-0.43835616,-0.5651545,-1.2610513,-0.41192997,0.44996482,-0.00022849775,0.00024791964,-0.017789474,-0.03969435,-0.00022852386,0.00024788894,-0.01778541,-0.03968528,0.37153929406918873,0.34495754152383196
75,75,75,0.000641044,-0.0003297195,0.00028991047,-8.87934e-05,-0.19718692,-0.4398222,-0.56726205,-1.2652688,-0.41342828,0.45157847,-0.00023202502,0.00025177252,-0.017855814,-0.0398271,-0.00023205194,0.00025174083,-0.017851671,-0.03981786,0.37265156433716745,0.3460181575646153
76,76,76,0.0006495899999999,-0.00033075543,0.0002910944,-8.894138e-05,-0.19645385,-0.44055519,-0.56515324,-1.2673774,-0.4150419,0.4534226,-0.00023556559,0.00025564013,-0.017789435,-0.03989348,-0.00023559334,0.00025560748,-0.017785244,-0.03988408,0.37392118882492703,0.3471591419642154
77,77,77,0.000658139,-0.00033179135,0.00029213028,-8.9237394e-05,-0.196454,-0.44202143,-0.56515366,-1.2715955,-0.41642493,0.45503616,-0.00023911896,0.00025952255,-0.017789448,-0.04002625,-0.00023914756,0.00025948888,-0.017785193,-0.04001668,0.37503075254832124,0.34813604206089727
78,78,78,0.000666685,-0.00033297527,0.0002933142,-8.938538e-05,-0.196454,-0.44275445,-0.56515366,-1.2737042,-0.41815382,0.45688027,-0.00024268564,0.00026341973,-0.017789448,-0.04009263,-0.00024271509,0.00026338507,-0.01778513,-0.040082898,0.3762973481329594,0.34935589895454666
79,79,79,0.0006752309999999,-0.0003340112,0.00029435015,-8.953336e-05,-0.19645385,-0.44348744,-0.56515324,-1.2758129,-0.41965222,0.45849392,-0.0002462661,0.00026733172,-0.017789435,-0.040159002,-0.00024629643,0.00026729598,-0.017785054,-0.04014911,0.377404341650512,0.3504119261235145
80,80,80,0.00068378,-0.00033504714,0.00029553406,-8.982933e-05,-0.19572094,-0.44495347,-0.5630448,-1.2800303,-0.42115054,0.46033806,-0.00024985938,0.00027125844,-0.017723067,-0.040291756,-0.0002498906,0.00027122165,-0.01771864,-0.04028169,0.3786679568623625,0.3514667829830132
81,81,81,0.0006923269999999,-0.00033623105,0.00029656998,-8.997731e-05,-0.196454,-0.44568646,-0.56515366,-1.282139,-0.42276418,0.46195164,-0.00025346596,0.00027519997,-0.017789448,-0.04035813,-0.0002534981,0.0002751621,-0.017784938,-0.0403479,0.3797722828051223,0.35260158506538164
82,82,82,0.000700877,-0.00033726695,0.00029775393,-9.027332e-05,-0.19572066,-0.44715273,-0.56304395,-1.286357,-0.4242625,0.4637958,-0.00025708583,0.00027915626,-0.01772304,-0.040490903,-0.00025711887,0.00027911732,-0.017718485,-0.040480494,0.3810329249364411,0.35365413588891514
83,83,83,0.000709422,-0.00033845086,0.00029893778,-9.0569294e-05,-0.19572094,-0.44861877,-0.5630448,-1.2905746,-0.42587605,0.46563983,-0.000260719,0.00028312832,-0.017723067,-0.040623657,-0.000260753,0.00028308824,-0.017718446,-0.040613066,0.38229189115142154,0.3547863967555898
84,84,84,0.0007179669999999,-0.0003394868,0.00029997373,-9.071727e-05,-0.19572094,-0.44935176,-0.5630448,-1.2926831,-0.42737442,0.4672535,-0.00026436546,0.00028711517,-0.017723067,-0.04069003,-0.0002644004,0.00028707396,-0.017718382,-0.040679272,0.38339228586835356,0.35583668669928253
85,85,85,0.000726517,-0.0003405227,0.00030115762,-9.101323e-05,-0.1949879,-0.45081773,-0.560936,-1.2969004,-0.4288728,0.46909758,-0.00026802474,0.00029111677,-0.017656688,-0.040822778,-0.00026806068,0.0002910744,-0.017651955,-0.040811837,0.38464832112585345,0.35688588168980057
86,86,86,0.000735063,-0.00034170662,0.00030234153,-9.1161215e-05,-0.1949879,-0.45155075,-0.560936,-1.2990091,-0.43060163,0.4709417,-0.00027169782,0.00029513414,-0.017656688,-0.040889155,-0.00027173472,0.0002950906,-0.01765189,-0.040878046,0.38590280793110904,0.3580950760735747
