,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Time,Incident,Reflected,Transmitted,Front Displacement,Back Displacement,Front Force,Back Force,Strain Rate 3W,Strain Rate 1W,Engineering Strain 3W,Engineering Strain 1W,Engineering Stress 2W,Engineering Stress 1W,True Strain 3W,True Strain 1W,True Stress 2W,True Stress 1W,True Strain Rate 1W,True Strain Rate 3W
10,10,10,10,10,9.014299999999392e-05,-0.00044677887,0.00019860126,-7.932212e-05,-1.2293034,-0.3929079,-3.536427,-1.130307,-0.44085956,0.30935088,-3.895572e-05,2.6994601e-05,-0.11131678,-0.035578884,-3.895648e-05,2.6994236e-05,-0.11131244,-0.0355775,0.2695315029563101,0.36523985217068644
11,11,11,11,11,9.915999999999398e-05,-0.00044781476,0.00019993314,-7.9470105e-05,-1.2278372,-0.39364094,-3.5322094,-1.1324157,-0.4425884,0.31142548,-4.293774e-05,2.9792664e-05,-0.11118402,-0.03564526,-4.293866e-05,2.979222e-05,-0.11117925,-0.03564373,0.27111469827583246,0.3664390000180894
12,12,12,12,12,0.0001081739999999,-0.00044899865,0.00020126505,-7.961808e-05,-1.2271041,-0.3943739,-3.5301,-1.1345243,-0.44443253,0.3135001,-4.693586e-05,3.2609427e-05,-0.111117624,-0.035711635,-4.6936962e-05,3.2608896e-05,-0.11111241,-0.03570996,0.2726954062759251,0.3677165316297602
13,13,13,13,13,0.0001171899999999,-0.00045003463,0.00020259694,-7.976607e-05,-1.2256383,-0.39510694,-3.5258832,-1.136633,-0.44616142,0.31557474,-5.095009e-05,3.5444893e-05,-0.11098489,-0.035778012,-5.095139e-05,3.5444267e-05,-0.11097924,-0.03577619,0.2742736347835829,0.368912749594695
14,14,14,14,14,0.0001262039999999,-0.00045107052,0.00020378086,-7.991405e-05,-1.224905,-0.3958399,-3.5237741,-1.1387417,-0.447775,0.31741887,-5.4979384e-05,3.8298025e-05,-0.1109185,-0.035844386,-5.4980894e-05,3.829729e-05,-0.110912405,-0.035842415,0.27567442078970333,0.37002789514942286
15,15,15,15,15,0.0001352199999999,-0.0004522544,0.0002051128,-8.006203e-05,-1.2241716,-0.39657292,-3.5216644,-1.1408504,-0.4496191,0.31949353,-5.902426e-05,4.1168816e-05,-0.11085209,-0.035910763,-5.9026002e-05,4.116797e-05,-0.11084555,-0.035908643,0.2772479735767305,0.3713008322683396
16,16,16,16,16,0.0001442299999999,-0.00045329033,0.00020644467,-8.021006e-05,-1.2227057,-0.39730617,-3.5174472,-1.1429598,-0.45134798,0.32156813,-6.3085245e-05,4.4058314e-05,-0.110719346,-0.03597716,-6.308723e-05,4.4057342e-05,-0.110712364,-0.03597489,0.27881900878436916,0.3724927659628687
17,17,17,17,17,0.0001532459999999,-0.00045432628,0.00020777658,-8.035805e-05,-1.2212397,-0.3980392,-3.5132298,-1.1450685,-0.4530768,0.3236428,-6.716181e-05,4.696651e-05,-0.1105866,-0.036043536,-6.716407e-05,4.6965408e-05,-0.11057917,-0.036041114,0.2803876325957094,0.37368323935097797
18,18,18,18,18,0.0001622599999999,-0.00045551016,0.00020910848,-8.050603e-05,-1.2205067,-0.3987722,-3.511121,-1.1471772,-0.45492092,0.32571742,-7.1254486e-05,4.989341e-05,-0.110520214,-0.036109913,-7.1257025e-05,4.9892165e-05,-0.11051234,-0.03610734,0.281953761964139,0.3749515486309491
19,19,19,19,19,0.0001712759999999,-0.0004565461,0.00021044035,-8.065401e-05,-1.2190409,-0.3995052,-3.5069041,-1.1492859,-0.4566498,0.327792,-7.536326e-05,5.2839012e-05,-0.11038748,-0.036176287,-7.53661e-05,5.283762e-05,-0.11037916,-0.03617356,0.28351741228100596,0.3761391414249842
20,20,20,20,20,0.0001802899999999,-0.00045773003,0.00021177229,-8.0802e-05,-1.2183076,-0.40023822,-3.5047948,-1.1513946,-0.45849395,0.32986668,-7.948814e-05,5.5803317e-05,-0.11032109,-0.036242664,-7.94913e-05,5.580176e-05,-0.11031232,-0.036239784,0.28507869660773383,0.3774043622196754
21,21,21,21,21,0.0001893069999999,-0.00045876592,0.0002129562,-8.094998e-05,-1.2175745,-0.40097123,-3.5026858,-1.1535033,-0.46010754,0.33171082,-8.362861e-05,5.8785285e-05,-0.1102547,-0.03630904,-8.3632105e-05,5.8783557e-05,-0.11024547,-0.036306005,0.2864644464460225,0.37851009054190876
22,22,22,22,22,0.0001983219999999,-0.00045994984,0.00021428811,-8.1097955e-05,-1.2168412,-0.4017042,-3.5005765,-1.1556119,-0.4619517,0.33378544,-8.778466e-05,6.1784915e-05,-0.110188305,-0.03637541,-8.778852e-05,6.178301e-05,-0.110178635,-0.03637222,0.28802109497714967,0.3797723238461506
23,23,23,23,23,0.0002073369999999,-0.00046113375,0.00021562,-8.124594e-05,-1.2161083,-0.4024372,-3.498468,-1.1577206,-0.46379578,0.33586004,-9.195734e-05,6.480325e-05,-0.110121936,-0.036441788,-9.196157e-05,6.480115e-05,-0.11011181,-0.036438435,0.28957530914764984,0.381032911273333
24,24,24,24,24,0.0002163499999999,-0.0004621697,0.00021695188,-8.139397e-05,-1.2146425,-0.40317044,-3.4942513,-1.15983,-0.4655246,0.33793467,-9.614612e-05,6.784029e-05,-0.1099892,-0.036508188,-9.615075e-05,6.783799e-05,-0.10997863,-0.03650468,0.29112713390710326,0.3822132671077616
25,25,25,25,25,0.0002253639999999,-0.00046335362,0.00021828378,-8.1541955e-05,-1.2139096,-0.40390345,-3.4921427,-1.1619387,-0.46736875,0.3400093,-0.000100351004,7.089602e-05,-0.109922834,-0.036574565,-0.00010035604,7.089351e-05,-0.1099118,-0.036570895,0.29267655423724365,0.38347083090089334
26,26,26,26,26,0.0002343799999999,-0.0004643895,0.00021961569,-8.1689934e-05,-1.2124432,-0.40463644,-3.487924,-1.1640474,-0.46909764,0.34208393,-0.000104572,7.397046e-05,-0.10979005,-0.03664094,-0.00010457747,7.396773e-05,-0.10977857,-0.036637105,0.29422357757749085,0.3846483619672512
27,27,27,27,27,0.0002433939999999,-0.00046557342,0.0002210956,-8.183792e-05,-1.2109771,-0.40536946,-3.4837065,-1.166156,-0.471057,0.3443891,-0.00010880961,7.7064644e-05,-0.10965729,-0.036707316,-0.00010881553,7.7061675e-05,-0.10964536,-0.036703322,0.29593970912990597,0.3859811900188095
28,28,28,28,28,0.0002524099999999,-0.00046675734,0.0002224275,-8.1985905e-05,-1.2102442,-0.40610248,-3.4815981,-1.1682647,-0.4729011,0.34646377,-0.00011306437,8.0178565e-05,-0.10959092,-0.03677369,-0.00011307076,8.0175356e-05,-0.10957853,-0.03676953,0.29748172611212675,0.38723399333907105
29,29,29,29,29,0.0002614249999999,-0.0004677933,0.00022375939,-8.213388e-05,-1.2087781,-0.40683547,-3.4773808,-1.1703734,-0.47463,0.34853837,-0.000117335236,8.331119e-05,-0.10945817,-0.036840066,-0.00011734212,8.330772e-05,-0.109445326,-0.036835745,0.29902131703044216,0.38840711086666996
30,30,30,30,30,0.0002704399999999,-0.0004689772,0.00022509127,-8.228187e-05,-1.2080452,-0.40756848,-3.4752724,-1.1724821,-0.4764741,0.35061297,-0.0001216222,8.646252e-05,-0.1093918,-0.03690644,-0.0001216296,8.645878e-05,-0.109378494,-0.03690195,0.30055854125184017,0.38965688056474923
31,31,31,31,31,0.0002794499999999,-0.0004701611,0.00022642317,-8.228187e-05,-1.2073121,-0.40756848,-3.4731631,-1.1724821,-0.47843343,0.3526876,-0.00012592631,8.9632544e-05,-0.10932541,-0.03690644,-0.00012593424,8.962853e-05,-0.10931164,-0.03690179,0.30209342821951296,0.39098303393317857
32,32,32,32,32,0.0002884669999999,-0.000471197,0.00022790309,-8.2577884e-05,-1.2051128,-0.40903476,-3.4668365,-1.1767002,-0.48016232,0.3549928,-0.00013024705,9.2822316e-05,-0.10912626,-0.037039217,-0.00013025553,9.281801e-05,-0.10911205,-0.037034392,0.3037961406644102,0.3921517574377622
33,33,33,33,33,0.0002974799999999,-0.00047238093,0.000229235,-8.272586e-05,-1.2043798,-0.40976775,-3.4647276,-1.1788089,-0.48200643,0.35706744,-0.0001345839,9.603183e-05,-0.109059885,-0.03710559,-0.00013459295,9.6027215e-05,-0.10904521,-0.037100594,0.3053260774807672,0.39339686559592685
34,34,34,34,34,0.0003064969999999,-0.00047356484,0.00023056687,-8.287385e-05,-1.2036469,-0.41050076,-3.4626193,-1.1809176,-0.48385057,0.35914204,-0.00013893735,9.926004e-05,-0.108993515,-0.037171967,-0.00013894701,9.9255114e-05,-0.108978376,-0.037166804,0.3068536477353399,0.3946404456051196
35,35,35,35,35,0.0003155119999999,-0.00047474875,0.00023189877,-8.3021834e-05,-1.2029139,-0.41123378,-3.4605105,-1.1830263,-0.48569468,0.36121666,-0.00014330745,0.00010250696,-0.108927146,-0.037238345,-0.00014331771,0.000102501705,-0.10891154,-0.037233006,0.30837890277042046,0.39588246085109746
36,36,36,36,36,0.0003245269999999,-0.00047593267,0.00023337864,-8.316981e-05,-1.201448,-0.41196677,-3.4562933,-1.185135,-0.4876541,0.36352178,-0.00014769468,0.000105773615,-0.10879439,-0.037304718,-0.00014770559,0.00010576802,-0.10877832,-0.03729921,0.3100708967732895,0.39720044971054197
37,37,37,37,37,0.0003335429999999,-0.0004769686,0.00023471058,-8.33178e-05,-1.1999817,-0.4126998,-3.4520752,-1.1872437,-0.48938292,0.36559647,-0.00015209854,0.00010906001,-0.10866162,-0.037371095,-0.00015211011,0.00010905407,-0.1086451,-0.03736541,0.3115913075504061,0.39836188652353727
38,38,38,38,38,0.0003425579999999,-0.0004781525,0.00023619046,-8.346583e-05,-1.1985157,-0.41343302,-3.4478579,-1.1893531,-0.4913423,0.3679016,-0.00015651902,0.00011236615,-0.10852887,-0.03743749,-0.00015653127,0.00011235984,-0.10851188,-0.03743163,0.31327788678872337,0.39967658689851654
39,39,39,39,39,0.0003515699999999,-0.0004793364,0.00023752237,-8.361381e-05,-1.1977824,-0.41416603,-3.4457486,-1.1914618,-0.4931864,0.36997625,-0.00016095664,0.00011569203,-0.108462475,-0.03750387,-0.00016096959,0.00011568534,-0.10844502,-0.037497833,0.31479340392334415,0.4009123600607465
40,40,40,40,40,0.0003605839999999,-0.0004805203,0.00023900227,-8.37618e-05,-1.1963164,-0.41489905,-3.4415307,-1.1935705,-0.49514577,0.37228143,-0.00016541142,0.00011903766,-0.10832971,-0.037570246,-0.0001654251,0.00011903057,-0.108311795,-0.03756403,0.31647463217536703,0.4022237071060669
41,41,41,41,41,0.0003695999999999,-0.00048170422,0.00024033418,-8.390978e-05,-1.1955832,-0.41563204,-3.439422,-1.1956792,-0.4969899,0.37435606,-0.00016988332,0.00012240303,-0.108263336,-0.03763662,-0.00016989776,0.00012239553,-0.10824494,-0.037630226,0.3179853014224735,0.40345635858774404
42,42,42,42,42,0.0003786149999999,-0.00048288814,0.00024181405,-8.405776e-05,-1.1941173,-0.41636506,-3.4352047,-1.1977879,-0.4989493,0.37666115,-0.00017437238,0.00012578812,-0.10813058,-0.037702996,-0.00017438758,0.00012578022,-0.108111724,-0.03769642,0.31966111103288,0.40476439600009984
43,43,43,43,43,0.0003876299999999,-0.00048407205,0.00024314596,-8.420574e-05,-1.1933842,-0.41709805,-3.433096,-1.1998966,-0.5007934,0.3787358,-0.00017887857,0.00012919297,-0.108064204,-0.03776937,-0.00017889458,0.00012918463,-0.10804488,-0.037762612,0.3211669923484947,0.40599390160556925
44,44,44,44,44,0.0003966449999999,-0.00048525623,0.00024462581,-8.435372e-05,-1.1919197,-0.41783103,-3.4288826,-1.2020051,-0.50275296,0.3810409,-0.00018340192,0.00013261756,-0.107931584,-0.037835743,-0.00018341874,0.00013260877,-0.10791179,-0.037828803,0.32283749020873376,0.4072987326573705
45,45,45,45,45,0.0004056599999999,-0.00048643976,0.00024595775,-8.4501706e-05,-1.1911845,-0.41856405,-3.4267678,-1.204114,-0.5045969,0.3831156,-0.00018794241,0.00013606189,-0.10786502,-0.03790212,-0.00018796007,0.00013605264,-0.10784475,-0.037894998,0.32433863559583515,0.4085250217935964
46,46,46,46,46,0.0004146759999999,-0.00048762382,0.00024743762,-8.4649735e-05,-1.1897193,-0.4192973,-3.4225528,-1.2062232,-0.50655633,0.3854207,-0.00019250004,0.00013952596,-0.10773233,-0.037968516,-0.00019251858,0.00013951623,-0.1077116,-0.037961207,0.3260038480278753,0.4098264701935293
47,47,47,47,47,0.0004236869999999,-0.00048880785,0.00024891752,-8.479772e-05,-1.1882538,-0.42003033,-3.4183366,-1.208332,-0.5085158,0.3877259,-0.00019707534,0.00014301081,-0.10759963,-0.038034894,-0.00019709476,0.00014300058,-0.10757843,-0.0380274,0.3276663641970216,0.4111262535429026
48,48,48,48,48,0.000432702,-0.0004901398,0.00025039742,-8.49457e-05,-1.187521,-0.42076328,-3.4162288,-1.2104406,-0.51059043,0.39003104,-0.00020166881,0.00014651644,-0.107533276,-0.038101267,-0.00020168915,0.0001465057,-0.10751159,-0.03809358,0.3293260778285206,0.412500587646109
49,49,49,49,49,0.0004417179999999,-0.00049132336,0.00025172933,-8.5093685e-05,-1.186786,-0.42149633,-3.4141145,-1.2125493,-0.5124343,0.3921057,-0.00020627996,0.00015004181,-0.10746672,-0.038167644,-0.00020630124,0.00015003055,-0.107444555,-0.038159773,0.3308174929374407,0.4137204719628726
50,50,50,50,50,0.0004507329999999,-0.0004925074,0.0002532092,-8.524166e-05,-1.1853209,-0.4222293,-3.4098992,-1.214658,-0.51439375,0.39441082,-0.00021090824,0.00015358692,-0.10733404,-0.038234018,-0.00021093049,0.00015357514,-0.107311405,-0.038225953,0.3324719748034366,0.41501519385744445
51,51,51,51,51,0.0004597479999999,-0.0004936915,0.00025468913,-8.538965e-05,-1.1838553,-0.42296234,-3.4056833,-1.2167667,-0.5163533,0.39671603,-0.00021555419,0.00015715281,-0.10720133,-0.038300395,-0.00021557743,0.00015714047,-0.107178226,-0.03829214,0.33412378831678125,0.4163083075622348
52,52,52,52,52,0.0004687629999999,-0.0004948751,0.000256169,-8.5537635e-05,-1.1823877,-0.42369536,-3.4014614,-1.2188754,-0.51831245,0.39902115,-0.0002202178,0.0001607395,-0.10706844,-0.038366772,-0.00022024204,0.00016072657,-0.10704486,-0.038358323,0.33577281351045596,0.4175994878328676
53,53,53,53,53,0.0004777799999999,-0.000496207,0.00025764888,-8.5685664e-05,-1.1816548,-0.42442858,-3.399353,-1.2209848,-0.520387,0.40132627,-0.00022489959,0.00016434694,-0.10700207,-0.038433168,-0.00022492488,0.00016433344,-0.10697801,-0.038424525,0.33741912389621354,0.4189649077149233
54,54,54,54,54,0.0004867939999999,-0.00049739104,0.00025898078,-8.583365e-05,-1.1809225,-0.4251616,-3.3972464,-1.2230935,-0.5222312,0.4034009,-0.00022959904,0.00016797414,-0.10693576,-0.038499545,-0.00022962541,0.00016796004,-0.10691121,-0.038490705,0.3388985051355464,0.42017715329068683
55,55,55,55,55,0.0004958049999999,-0.0004985751,0.00026046063,-8.598163e-05,-1.1794574,-0.4258946,-3.3930316,-1.2252022,-0.52419066,0.405706,-0.00023431565,0.00017162107,-0.10680309,-0.03856592,-0.0002343431,0.00017160636,-0.10677806,-0.03855688,0.3405396676825341,0.42146355442635486
56,56,56,56,56,0.0005048199999999,-0.0004997587,0.0002619406,-8.6129614e-05,-1.1779894,-0.4266276,-3.3888085,-1.2273109,-0.52614987,0.40801123,-0.00023904991,0.00017528879,-0.10667016,-0.038632296,-0.00023907848,0.00017527342,-0.10664467,-0.03862306,0.3421782335563165,0.4227481390490542
57,57,57,57,57,0.0005138349999999,-0.0005010906,0.00026342043,-8.62776e-05,-1.1772566,-0.42736062,-3.3867004,-1.2294197,-0.5282245,0.41031632,-0.00024380235,0.0001789773,-0.10660381,-0.038698673,-0.00024383208,0.00017896127,-0.10657782,-0.038689237,0.3438140196550585,0.4241066040358122
58,58,58,58,58,0.0005228499999999,-0.00050227466,0.0002649003,-8.642558e-05,-1.1757914,-0.4280936,-3.3824852,-1.2315283,-0.53018403,0.41262144,-0.000248573,0.00018268656,-0.10647112,-0.038765047,-0.00024860387,0.00018266987,-0.10644466,-0.03875541,0.3454471555640405,0.4253880092169108
59,59,59,59,59,0.0005318659999999,-0.0005034587,0.00026638026,-8.6573564e-05,-1.1743257,-0.42882663,-3.3782687,-1.233637,-0.53214353,0.41492668,-0.00025336127,0.00018641663,-0.106338404,-0.038831424,-0.00025339337,0.00018639925,-0.10631146,-0.038821585,0.3470777134982755,0.42666775491951003
60,60,60,60,60,0.0005408799999999,-0.0005047907,0.0002678601,-8.672154e-05,-1.1735932,-0.42955962,-3.3761616,-1.2357457,-0.5342182,0.41723177,-0.00025816774,0.00019016746,-0.10627207,-0.038897797,-0.0002582011,0.00019014938,-0.10624464,-0.038887754,0.3487055112007577,0.42802093533281826
61,61,61,61,61,0.0005498959999999,-0.0005059742,0.00026934006,-8.686958e-05,-1.172125,-0.4302929,-3.3719378,-1.2378551,-0.5361773,0.41953698,-0.0002629924,0.00019393908,-0.106139116,-0.038964197,-0.000263027,0.00019392028,-0.1061112,-0.03895395,0.3503307480181149,0.4292970577514866
62,62,62,62,62,0.0005589079999999,-0.0005071583,0.00027081993,-8.701756e-05,-1.1706597,-0.43102586,-3.3677225,-1.2399638,-0.5381368,0.42184213,-0.00026783472,0.00019773147,-0.106006436,-0.03903057,-0.0002678706,0.00019771192,-0.10597804,-0.039020117,0.35195330552733045,0.43057181381193566
63,63,63,63,63,0.0005679229999999,-0.00050849025,0.00027229977,-8.701756e-05,-1.1699272,-0.43102586,-3.3656154,-1.2399638,-0.54032665,0.42414722,-0.00027269576,0.00020154465,-0.10594011,-0.03903057,-0.00027273293,0.00020152435,-0.105911225,-0.039019927,0.3535731924774014,0.4319945043229199
64,64,64,64,64,0.0005769399999999,-0.0005096743,0.00027392764,-8.716554e-05,-1.1677289,-0.4317589,-3.3592913,-1.2420725,-0.5424014,0.42668283,-0.000277576,0.00020537965,-0.10574105,-0.039096948,-0.0002776145,0.00020535856,-0.1057117,-0.039086096,0.3553520503006705,0.4333405525500808
65,65,65,65,65,0.000585953,-0.0005110062,0.0002754075,-8.731353e-05,-1.166996,-0.43249193,-3.357183,-1.2441812,-0.54447603,0.42898795,-0.00028247494,0.00020923647,-0.10567468,-0.039163325,-0.00028251484,0.00020921457,-0.10564483,-0.03915226,0.356966466441918,0.4346847136704429
66,66,66,66,66,0.00059497,-0.0005121898,0.00027688747,-8.746151e-05,-1.1655279,-0.43322492,-3.3529599,-1.2462898,-0.54643524,0.4312932,-0.00028739206,0.00021311406,-0.10554175,-0.0392297,-0.0002874334,0.00021309136,-0.10551142,-0.039218426,0.35857837127101644,0.4359524370641274
67,67,67,67,67,0.0006039839999999,-0.0005135217,0.0002783673,-8.7609485e-05,-1.1647953,-0.43395787,-3.3508518,-1.2483984,-0.54850984,0.43359828,-0.00029232737,0.00021701244,-0.105475396,-0.039296072,-0.00029237012,0.0002169889,-0.105444565,-0.039284583,0.36018756346102354,0.43729307494757874
68,68,68,68,68,0.0006129999999999,-0.0005147058,0.00027999518,-8.790545e-05,-1.162597,-0.43542388,-3.3445277,-1.2526158,-0.55046934,0.43613392,-0.00029728087,0.00022093263,-0.10527633,-0.039428823,-0.00029732508,0.00022090823,-0.10524503,-0.039417103,0.36195472533060213,0.4385576850964875
69,69,69,69,69,0.0006220139999999,-0.00051603775,0.0002814751,-8.790545e-05,-1.161864,-0.43542388,-3.3424194,-1.2526158,-0.5526593,0.43843913,-0.0003022531,0.00022487465,-0.10520996,-0.039428823,-0.00030229875,0.00022484937,-0.10517816,-0.039416905,0.36355858820279835,0.43996913825723677
70,70,70,70,70,0.0006310259999999,-0.0005172218,0.000282955,-8.8201465e-05,-1.1603986,-0.43689016,-3.3382037,-1.2568339,-0.5545035,0.44074428,-0.00030724346,0.00022883745,-0.10507727,-0.0395616,-0.00030729067,0.00022881127,-0.10504498,-0.039549444,0.3651598411723242,0.44115620204195927
71,71,71,71,71,0.0006400399999999,-0.00051855325,0.00028458287,-8.834945e-05,-1.1589303,-0.43762317,-3.3339798,-1.2589426,-0.5566931,0.44327995,-0.00031225203,0.00023282206,-0.10494431,-0.039627973,-0.00031230078,0.00023279496,-0.10491154,-0.039615598,0.3669182665190974,0.4425637635965767
72,72,72,72,72,0.0006490559999999,-0.0005198852,0.00028606277,-8.849743e-05,-1.1581975,-0.43835616,-3.331872,-1.2610513,-0.55876774,0.44558513,-0.0003172798,0.0002368285,-0.104877956,-0.03969435,-0.00031733015,0.00023680046,-0.10484468,-0.039681755,0.3685141738567009,0.44389559886154106
73,73,73,73,73,0.0006580699999999,-0.0005210693,0.0002876906,-8.8645415e-05,-1.1559994,-0.43908918,-3.3255482,-1.26316,-0.56084245,0.4481207,-0.0003223263,0.00024085675,-0.10467891,-0.039760724,-0.00032237824,0.00024082775,-0.10464516,-0.03974791,0.370266646843168,0.4452257075478956
74,74,74,74,74,0.0006670859999999,-0.0005224012,0.00028917057,-8.87934e-05,-1.155266,-0.4398222,-3.3234386,-1.2652688,-0.5629171,0.45042595,-0.00032739146,0.0002449068,-0.1046125,-0.0398271,-0.00032744507,0.00024487684,-0.10457825,-0.039814062,0.37185727191455714,0.44655401100520936
75,75,75,75,75,0.0006760999999999,-0.0005237332,0.0002907984,-8.894138e-05,-1.1538008,-0.44055519,-3.3192234,-1.2673774,-0.5651071,0.45296156,-0.00033247587,0.00024897873,-0.10447982,-0.03989348,-0.00033253117,0.00024894773,-0.104445085,-0.039880216,0.3736039286291053,0.44795425615537504
76,76,76,76,76,0.0006851169999999,-0.0005249172,0.0002922783,-8.9089364e-05,-1.1523352,-0.4412882,-3.315007,-1.2694861,-0.56706655,0.4552667,-0.000337579,0.00025307245,-0.104347095,-0.03995985,-0.00033763598,0.0002530404,-0.10431187,-0.039946362,0.37518918279532465,0.4492054321593726
77,77,77,77,77,0.000694132,-0.0005262492,0.00029390617,-8.9237394e-05,-1.1508695,-0.44202143,-3.3107905,-1.2715955,-0.5692565,0.45780236,-0.0003427008,0.00025718796,-0.10421438,-0.04002625,-0.00034275957,0.0002571549,-0.10417867,-0.040012535,0.3769300688424262,0.45060194031302725
78,78,78,78,78,0.0007031439999999,-0.0005275806,0.00029538607,-8.938538e-05,-1.1501341,-0.44275445,-3.308675,-1.2737042,-0.5713308,0.4601075,-0.00034784185,0.0002613253,-0.104147784,-0.04009263,-0.00034790236,0.00026129116,-0.10411156,-0.04007868,0.3785100631466658,0.4519229036256078
79,79,79,79,79,0.0007121599999999,-0.0005289126,0.0002970139,-8.953336e-05,-1.1486685,-0.44348744,-3.304459,-1.2758129,-0.57352066,0.46264312,-0.0003530021,0.00026548447,-0.10401508,-0.040159002,-0.00035306442,0.00026544926,-0.103978366,-0.040144827,0.3802451551649737,0.45331556740117335
80,80,80,80,80,0.0007211739999999,-0.00053009664,0.00029849386,-8.968134e-05,-1.1472028,-0.44422045,-3.3002427,-1.2779216,-0.57548016,0.4649484,-0.00035818107,0.00026966547,-0.10388236,-0.04022538,-0.00035824522,0.00026962912,-0.10384515,-0.04021097,0.3818200200057235,0.4545600893082283
81,81,81,81,81,0.0007301899999999,-0.00053142855,0.00030012176,-8.997731e-05,-1.1457368,-0.44568646,-3.296025,-1.282139,-0.57755494,0.46748406,-0.0003633782,0.00027386827,-0.103749596,-0.04035813,-0.00036344424,0.00027383078,-0.103711896,-0.040343463,0.38354941065090087,0.4558761420850964
82,82,82,82,82,0.000739204,-0.0005327605,0.00030174962,-9.012529e-05,-1.1442711,-0.44641948,-3.2918086,-1.2842476,-0.5797448,0.4700197,-0.00036859457,0.00027809394,-0.10361688,-0.040424507,-0.00036866253,0.0002780553,-0.10357869,-0.040409606,0.38527580206139167,0.45726331500593714
83,83,83,83,83,0.0007482199999999,-0.0005340924,0.0003032295,-9.027332e-05,-1.1435381,-0.44715273,-3.2897,-1.286357,-0.5818194,0.47232482,-0.00037383017,0.00028234144,-0.10355051,-0.040490903,-0.00037390005,0.00028230157,-0.103511795,-0.040475767,0.38684266172444604,0.45857570353675886
