,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Time,Incident,Reflected,Transmitted,Front Displacement,Back Displacement,Front Force,Back Force,Strain Rate 3W,Strain Rate 1W,Engineering Strain 3W,Engineering Strain 1W,Engineering Stress 2W,Engineering Stress 1W,True Strain 3W,True Strain 1W,True Stress 2W,True Stress 1W,Inident SE,Transmitted SE,Reflected SE,Delta E,Delta K,Total E,True Strain Rate 1W,True Strain Rate 3W
10,10,10,10,10,10,10,10,10,10,10,7.800035e-05,-0.00010729201,-8.405776e-05,-8.479772e-05,-0.9478168,-0.42003033,-2.726654,-1.208332,0.047947112,-0.1309324,3.810911e-06,-1.0271209e-05,-0.0858274,-0.038034894,3.8109038e-06,-1.0271262e-05,-0.08582773,-0.03803504,49.99791,31.230967,30.688293,-11.9213505,-11.821043,-23.742393,-0.14033436617840758,-0.04913469111202387
11,11,11,11,11,11,11,11,11,11,11,8.5800384e-05,-0.00010773601,-8.390978e-05,-8.5093685e-05,-0.94928306,-0.42149633,-2.7308722,-1.2125493,0.047716565,-0.1307019,4.184001e-06,-1.1291588e-05,-0.08596017,-0.038167644,4.183992e-06,-1.1291651e-05,-0.08596053,-0.038167804,50.412567,31.449356,30.580332,-11.617121,-11.519374,-23.136494,-0.14006917456613535,-0.04889256266197869
12,12,12,12,12,12,12,12,12,12,12,9.3600414e-05,-0.00010817996,-8.37618e-05,-8.538965e-05,-0.9507491,-0.42296234,-2.7350895,-1.2167667,0.047486063,-0.1304714,4.555293e-06,-1.2310168e-05,-0.08609293,-0.038300395,4.5552824e-06,-1.2310244e-05,-0.08609332,-0.03830057,50.828896,31.668503,30.472569,-11.312178,-11.216996,-22.529175,-0.13980405326180967,-0.04865054006733065
13,13,13,13,13,13,13,13,13,13,13,0.00010140045,-0.00010862395,-8.37618e-05,-8.5685664e-05,-0.95294833,-0.42442858,-2.7414162,-1.2209848,0.047370814,-0.1304714,4.9252367e-06,-1.3327849e-05,-0.08629208,-0.038433168,4.9252244e-06,-1.3327938e-05,-0.086292505,-0.038433358,51.24698,31.88845,30.472569,-11.114041,-11.020527,-22.134567,-0.13980405326180967,-0.04852955283151695
14,14,14,14,14,14,14,14,14,14,14,0.00010920048,-0.0001090679,-8.361381e-05,-8.598163e-05,-0.9544143,-0.4258946,-2.7456336,-1.2252022,0.047140304,-0.13024089,5.2938317e-06,-1.4344632e-05,-0.08642483,-0.03856592,5.2938176e-06,-1.4344735e-05,-0.08642528,-0.038566124,51.66673,32.10912,30.36499,-10.80738,-10.716446,-21.523827,-0.1395389907307238,-0.04828760967110086
15,15,15,15,15,15,15,15,15,15,15,0.00011700052,-0.00010951185,-8.346583e-05,-8.62776e-05,-0.95588034,-0.42736062,-2.749851,-1.2294197,0.0469098,-0.13001038,5.6606286e-06,-1.5359616e-05,-0.08655758,-0.038698673,5.6606127e-06,-1.5359734e-05,-0.086558074,-0.038698893,52.088192,32.330555,30.257599,-10.499963,-10.411616,-20.91158,-0.13927399843916574,-0.048045731328330586
16,16,16,16,16,16,16,16,16,16,16,0.00012480056,-0.00010995585,-8.346583e-05,-8.6573564e-05,-0.9580796,-0.42882663,-2.7561777,-1.233637,0.046794508,-0.13001038,6.026077e-06,-1.6373702e-05,-0.08675673,-0.038831424,6.0260586e-06,-1.6373837e-05,-0.08675725,-0.03883166,52.511417,32.552746,30.257599,-10.298928,-10.212273,-20.5112,-0.13927399843916574,-0.04792477212916285
17,17,17,17,17,17,17,17,17,17,17,0.00013260059,-0.00011039979,-8.33178e-05,-8.686958e-05,-0.95954543,-0.4302929,-2.7603946,-1.2378551,0.04656401,-0.1297798,6.3901766e-06,-1.7386888e-05,-0.08688946,-0.038964197,6.390156e-06,-1.738704e-05,-0.08689002,-0.038964447,52.936302,32.775738,30.15037,-9.989807,-9.905752,-19.89556,-0.13900899591050586,-0.04768298781543746
18,18,18,18,18,18,18,18,18,18,18,0.00014040062,-0.00011084379,-8.316981e-05,-8.716554e-05,-0.9610116,-0.4317589,-2.7646124,-1.2420725,0.046333466,-0.1295493,6.7524784e-06,-1.8398276e-05,-0.08702223,-0.039096948,6.7524556e-06,-1.8398445e-05,-0.08702282,-0.039097212,53.362946,32.999454,30.043362,-9.67987,-9.598423,-19.278294,-0.13874415549598834,-0.04744121371234468
19,19,19,19,19,19,19,19,19,19,19,0.00014820066,-0.000111287736,-8.3021834e-05,-8.746151e-05,-0.9624776,-0.43322492,-2.76883,-1.2462898,0.04610296,-0.1293188,7.112982e-06,-1.9407866e-05,-0.087154984,-0.0392297,7.112957e-06,-1.9408055e-05,-0.0871556,-0.039229978,53.79126,33.223927,29.936548,-9.369218,-9.290384,-18.659603,-0.13847938520334538,-0.0471995378864234
20,20,20,20,20,20,20,20,20,20,20,0.0001560007,-0.000111731686,-8.3021834e-05,-8.775747e-05,-0.9646767,-0.4346909,-2.775156,-1.2505072,0.045987707,-0.1293188,7.4721374e-06,-2.0416557e-05,-0.08735411,-0.03936245,7.4721097e-06,-2.0416766e-05,-0.087354764,-0.039362743,54.22128,33.449165,29.936548,-9.164433,-9.087323,-18.251755,-0.13847938520334538,-0.0470787218726362
21,21,21,21,21,21,21,21,21,21,21,0.00016380072,-0.00011217568,-8.287385e-05,-8.805348e-05,-0.9661429,-0.43615714,-2.7793741,-1.2547252,0.045757197,-0.12908828,7.8299445e-06,-2.142435e-05,-0.087486885,-0.039495222,7.829914e-06,-2.142458e-05,-0.08748757,-0.03949553,54.65306,33.675194,29.82992,-8.85205,-8.777569,-17.62962,-0.1382146620310138,-0.04683712943396873
22,22,22,22,22,22,22,22,22,22,22,0.00017160077,-0.00011261963,-8.272586e-05,-8.849743e-05,-0.96760887,-0.43835616,-2.7835915,-1.2610513,0.04564194,-0.12885778,8.186403e-06,-2.2430344e-05,-0.08761963,-0.03969435,8.186369e-06,-2.2430595e-05,-0.08762035,-0.039694674,55.08651,34.015617,29.723482,-8.652591,-8.579787,-17.232378,-0.1379500318768579,-0.04671635300305066
23,23,23,23,23,23,23,23,23,23,23,0.0001794008,-0.00011306363,-8.272586e-05,-8.87934e-05,-0.9698082,-0.4398222,-2.7899184,-1.2652688,0.045526654,-0.12885778,8.5419615e-06,-2.343544e-05,-0.08781879,-0.0398271,8.541925e-06,-2.3435714e-05,-0.08781954,-0.03982744,55.52172,34.243526,29.723482,-8.445288,-8.3742285,-16.819515,-0.1379500318768579,-0.04659556077406932
24,24,24,24,24,24,24,24,24,24,24,0.00018720083,-0.00011350758,-8.2577884e-05,-8.9089364e-05,-0.9712742,-0.4412882,-2.7941356,-1.2694861,0.045296147,-0.12862729,8.896172e-06,-2.4439636e-05,-0.08795153,-0.03995985,8.896132e-06,-2.4439934e-05,-0.087952316,-0.039960206,55.958595,34.472183,29.617239,-8.130831,-8.062418,-16.193249,-0.13768548320943932,-0.046354088163521864
25,25,25,25,25,25,25,25,25,25,25,0.00019500087,-0.00011395153,-8.24299e-05,-8.938538e-05,-0.97274023,-0.44275445,-2.7983532,-1.2737042,0.04506568,-0.12839676,9.248584e-06,-2.5442034e-05,-0.08808429,-0.04009263,9.248542e-06,-2.5442358e-05,-0.0880851,-0.040093,56.39718,34.70164,29.511183,-7.8156457,-7.7498846,-15.565531,-0.13742095861706694,-0.0461127157356165
26,26,26,26,26,26,26,26,26,26,26,0.0002028009,-0.0001145435,-8.228187e-05,-8.968134e-05,-0.97493917,-0.44422045,-2.804679,-1.2779216,0.044719853,-0.12816618,9.59875e-06,-2.6442634e-05,-0.088283405,-0.04022538,9.598703e-06,-2.6442984e-05,-0.088284254,-0.040225767,56.98466,34.931828,29.405283,-7.3524485,-7.2905846,-14.643033,-0.13715644662906962,-0.04575063387543528
27,27,27,27,27,27,27,27,27,27,27,0.00021060093,-0.00011498745,-8.228187e-05,-8.997731e-05,-0.9771382,-0.44568646,-2.811005,-1.282139,0.044604596,-0.12816618,9.947116e-06,-2.7442335e-05,-0.08848254,-0.04035813,9.947067e-06,-2.7442711e-05,-0.088483416,-0.040358532,57.427242,35.16277,29.405283,-7.1408086,-7.0807257,-14.221535,-0.13715644662906962,-0.04562998858840105
28,28,28,28,28,28,28,28,28,28,28,0.00021840096,-0.000115431445,-8.213388e-05,-9.027332e-05,-0.97860444,-0.44715273,-2.8152232,-1.286357,0.044374093,-0.12793568,1.0294135e-05,-2.8441136e-05,-0.088615306,-0.040490903,1.0294082e-05,-2.844154e-05,-0.088616215,-0.04049132,57.871582,35.39451,29.299606,-6.8225355,-6.7651305,-13.587666,-0.13689209632551083,-0.045388753182190794
29,29,29,29,29,29,29,29,29,29,29,0.00022620101,-0.000115875395,-8.1985905e-05,-9.0569294e-05,-0.9800705,-0.44861877,-2.8194406,-1.2905746,0.044143595,-0.12770519,1.0639355e-05,-2.943814e-05,-0.08874806,-0.040623657,1.0639299e-05,-2.9438574e-05,-0.08874901,-0.04062409,58.317585,35.62698,29.194124,-6.5035195,-6.4487987,-12.952318,-0.13662782734858128,-0.045147581187377904
30,30,30,30,30,30,30,30,30,30,30,0.00023400104,-0.000116319345,-8.183792e-05,-9.086525e-05,-0.9815365,-0.45008475,-2.823658,-1.2947918,0.043913078,-0.12747467,1.0982778e-05,-3.0433346e-05,-0.088880815,-0.040756404,1.0982718e-05,-3.0433808e-05,-0.08888179,-0.04075685,58.765305,35.860203,29.088829,-6.18373,-6.1317,-12.31543,-0.13636359380833657,-0.04490644746980203
31,31,31,31,31,31,31,31,31,31,31,0.00024180107,-0.000116763345,-8.1689934e-05,-9.1161215e-05,-0.9830028,-0.45155075,-2.827876,-1.2990091,0.04368253,-0.12724416,1.1324402e-05,-3.1426753e-05,-0.08901359,-0.040889155,1.1324339e-05,-3.1427247e-05,-0.0890146,-0.040889617,59.214783,36.09419,28.98372,-5.863129,-5.8137965,-11.676926,-0.13609944152697057,-0.04466533946766472
32,32,32,32,32,32,32,32,32,32,32,0.00024960111,-0.00011735527,-8.1689934e-05,-9.1605216e-05,-0.98593473,-0.45375,-2.8363106,-1.305336,0.043567326,-0.12724416,1.1664679e-05,-3.2419262e-05,-0.089279085,-0.041088305,1.1664611e-05,-3.241979e-05,-0.08928013,-0.041088786,59.816673,36.44664,28.98372,-5.613689,-5.566455,-11.180143,-0.13609944152697057,-0.0445448804516237
33,33,33,33,33,33,33,33,33,33,33,0.00025740115,-0.00011779927,-8.1541955e-05,-9.190118e-05,-0.987401,-0.45521602,-2.8405287,-1.3095533,0.043336783,-0.12701367,1.2003606e-05,-3.3410874e-05,-0.08941186,-0.041221056,1.2003534e-05,-3.341143e-05,-0.089412935,-0.04122155,60.270145,36.68253,28.878813,-5.2911954,-5.246675,-10.53787,-0.13583538191347178,-0.044303864826426245
34,34,34,34,34,34,34,34,34,34,34,0.00026520118,-0.00011824322,-8.139397e-05,-9.2197144e-05,-0.98886704,-0.45668203,-2.8447464,-1.3137707,0.043106273,-0.12678315,1.2340735e-05,-3.4400684e-05,-0.08954462,-0.041353807,1.2340659e-05,-3.4401277e-05,-0.08954572,-0.041354317,60.725285,36.919178,28.774086,-4.9679785,-4.9261775,-9.8941555,-0.13557135765331782,-0.04406294176235156
35,35,35,35,35,35,35,35,35,35,35,0.0002730012,-0.000118835196,-8.124594e-05,-9.249311e-05,-0.99106604,-0.45814803,-2.8510723,-1.317988,0.04276044,-0.12655258,1.2675617e-05,-3.5388697e-05,-0.08974374,-0.041486558,1.2675537e-05,-3.5389327e-05,-0.08974488,-0.041487083,61.334843,37.15659,28.66952,-4.491266,-4.453476,-8.944742,-0.13530734583914208,-0.04370159492604526
36,36,36,36,36,36,36,36,36,36,36,0.00028080124,-0.000119279146,-8.1097955e-05,-9.293711e-05,-0.9925321,-0.46034732,-2.85529,-1.3243148,0.042645223,-0.12632208,1.3008701e-05,-3.6374913e-05,-0.089876495,-0.041685708,1.3008616e-05,-3.6375575e-05,-0.089877665,-0.04168625,61.793972,37.51417,28.565174,-4.285378,-4.2493205,-8.5346985,-0.13504348382986303,-0.043581238359735056
37,37,37,37,37,37,37,37,37,37,37,0.0002886013,-0.000119723096,-8.094998e-05,-9.323307e-05,-0.9939981,-0.46181333,-2.8595073,-1.3285322,0.042414725,-0.12609158,1.3340436e-05,-3.7359332e-05,-0.09000925,-0.04181846,1.3340347e-05,-3.736003e-05,-0.09001045,-0.041819017,62.254814,37.753487,28.461031,-3.9596999,-3.9263828,-7.8860826,-0.13477969142537827,-0.043340501840727665
38,38,38,38,38,38,38,38,38,38,38,0.00029640133,-0.00012016709,-8.0802e-05,-9.352904e-05,-0.9954643,-0.46327934,-2.8637252,-1.3327496,0.04218418,-0.12586108,1.3670373e-05,-3.8341954e-05,-0.09014202,-0.04195121,1.367028e-05,-3.834269e-05,-0.09014325,-0.041951783,62.717415,37.99356,28.357063,-3.633208,-3.602638,-7.235846,-0.13451596858897505,-0.04309977419186589
39,39,39,39,39,39,39,39,39,39,39,0.00030420136,-0.00012075902,-8.065401e-05,-9.382505e-05,-0.9976634,-0.46474558,-2.8700514,-1.3369677,0.041838463,-0.12563056,1.3998063e-05,-3.9322775e-05,-0.09034114,-0.042083982,1.3997965e-05,-3.9323546e-05,-0.09034241,-0.04208457,63.336815,38.234436,28.25329,-3.1509154,-3.1244035,-6.275319,-0.13425229241034303,-0.04273889622794959
40,40,40,40,40,40,40,40,40,40,40,0.0003120014,-0.00012120301,-8.065401e-05,-9.4268995e-05,-0.9998626,-0.46694458,-2.876378,-1.3432937,0.041838422,-0.12563056,1.4324404e-05,-4.0302697e-05,-0.09054029,-0.042283107,1.4324301e-05,-4.030351e-05,-0.09054159,-0.042283714,63.80341,38.597115,28.25329,-3.0469916,-3.021354,-6.0683455,-0.13425229241034303,-0.042738853437670914
41,41,41,41,41,41,41,41,41,41,41,0.00031980142,-0.00012164696,-8.050603e-05,-9.4564966e-05,-1.0013286,-0.4684106,-2.8805954,-1.3475112,0.041607924,-0.12540007,1.4649847e-05,-4.128172e-05,-0.090673044,-0.04241586,1.464974e-05,-4.1282572e-05,-0.09067437,-0.042416483,64.271675,38.839855,28.14971,-2.717892,-2.6950235,-5.412915,-0.13398872003990817,-0.04249831960170946
42,42,42,42,42,42,42,42,42,42,42,0.00032760145,-0.0001220909,-8.035805e-05,-9.500896e-05,-1.0027946,-0.47060984,-2.8848128,-1.3538378,0.04149271,-0.12516956,1.4973941e-05,-4.2258947e-05,-0.09080579,-0.042615008,1.4973828e-05,-4.225984e-05,-0.09080715,-0.042615645,64.74164,39.205425,28.046316,-2.510106,-2.488986,-4.999092,-0.13372519425998933,-0.04237811089155772
43,43,43,43,43,43,43,43,43,43,43,0.00033540148,-0.00012268289,-8.021006e-05,-9.5304924e-05,-1.0049939,-0.47207585,-2.8911397,-1.3580552,0.041146908,-0.12493905,1.5296237e-05,-4.3234373e-05,-0.091004945,-0.04274776,1.529612e-05,-4.3235308e-05,-0.09100634,-0.042748414,65.37099,39.45007,27.943113,-2.0221891,-2.0051744,-4.027364,-0.13346173790761165,-0.04201740457156103
44,44,44,44,44,44,44,44,44,44,44,0.00034320154,-0.00012312684,-8.006203e-05,-9.5600895e-05,-1.0064597,-0.47354192,-2.8953564,-1.3622727,0.04091637,-0.12470846,1.5616284e-05,-4.4208005e-05,-0.09113768,-0.042880513,1.5616162e-05,-4.420898e-05,-0.0911391,-0.042881183,65.844955,39.695473,27.840069,-1.690582,-1.6763574,-3.3669395,-0.13319825954807962,-0.04177700247855575
45,45,45,45,45,45,45,45,45,45,45,0.00035100157,-0.00012371881,-7.991405e-05,-9.589686e-05,-1.0086589,-0.47500792,-2.901683,-1.3664901,0.040570576,-0.12447795,1.5934085e-05,-4.5179837e-05,-0.091336824,-0.043013263,1.5933958e-05,-4.5180856e-05,-0.09133828,-0.04301395,66.47962,39.941635,27.737246,-1.1992549,-1.1891643,-2.3884192,-0.13293494196515868,-0.04141652121623271
46,46,46,46,46,46,46,46,46,46,46,0.0003588016,-0.00012416278,-7.976607e-05,-9.634085e-05,-1.010125,-0.47720715,-2.9059007,-1.3728168,0.04045535,-0.12424746,1.6250087e-05,-4.6149868e-05,-0.091469586,-0.043212414,1.6249956e-05,-4.6150933e-05,-0.09147107,-0.043213114,66.9576,40.312344,27.634617,-0.989355,-0.9810305,-1.9703856,-0.13267171653763643,-0.041296429963620505
47,47,47,47,47,47,47,47,47,47,47,0.00036660163,-0.00012475475,-7.961808e-05,-9.6636824e-05,-1.0123242,-0.4786732,-2.9122272,-1.3770343,0.040109564,-0.12401695,1.6564292e-05,-4.7118105e-05,-0.091668725,-0.04334517,1.6564156e-05,-4.7119214e-05,-0.091670245,-0.043345887,67.597595,40.560413,27.532173,-0.4949919,-0.49082702,-0.9858189,-0.13240853754801454,-0.040936130200150696
48,48,48,48,48,48,48,48,48,48,48,0.00037440166,-0.0001251987,-7.9470105e-05,-9.693279e-05,-1.0137902,-0.4801392,-2.9164448,-1.3812516,0.039879058,-0.12378646,1.6876249e-05,-4.808454e-05,-0.09180148,-0.04347792,1.6876107e-05,-4.8085698e-05,-0.09180303,-0.043478653,68.07955,40.80924,27.429926,-0.15961595,-0.15827294,-0.3178889,-0.13214545062883565,-0.0406960212052264
49,49,49,49,49,49,49,49,49,49,49,0.0003822017,-0.00012564268,-7.932212e-05,-9.737679e-05,-1.0152564,-0.4823385,-2.9206626,-1.3875785,0.03976382,-0.123555936,1.7186858e-05,-4.904918e-05,-0.09193425,-0.04367707,1.718671e-05,-4.9050384e-05,-0.09193583,-0.04367782,68.563255,41.18395,27.327864,0.051444966,0.051012106,0.10245708,-0.13188239411305844,-0.040576003945084364
50,50,50,50,50,50,50,50,50,50,50,0.00039000175,-0.00012623462,-7.917413e-05,-9.7672746e-05,-1.0174555,-0.48380443,-2.9269886,-1.3917958,0.039418045,-0.12332543,1.7495668e-05,-5.0012022e-05,-0.09213337,-0.043809816,1.7495515e-05,-5.0013274e-05,-0.09213498,-0.043810584,69.21082,41.43467,27.225992,0.5501633,0.5455342,1.0956975,-0.13161942730994775,-0.040215975062146976
51,51,51,51,51,51,51,51,51,51,51,0.00039780178,-0.00012667861,-7.917413e-05,-9.796871e-05,-1.0196546,-0.48527044,-2.9333153,-1.396013,0.039302755,-0.12332543,1.780268e-05,-5.0973966e-05,-0.09233252,-0.043942567,1.7802522e-05,-5.0975264e-05,-0.092334166,-0.04394335,69.69854,41.686157,27.225992,0.7863912,0.7797745,1.5661657,-0.13161942730994775,-0.04009596127119106
52,52,52,52,52,52,52,52,52,52,52,0.0004056018,-0.00012727056,-7.887812e-05,-9.841271e-05,-1.0211205,-0.48746973,-2.9375322,-1.4023399,0.038956992,-0.12286434,1.8107896e-05,-5.1934112e-05,-0.09246525,-0.044141717,1.8107732e-05,-5.1935458e-05,-0.09246693,-0.04414252,70.35144,42.06486,27.022787,1.2637886,1.253155,2.5169435,-0.13109361214165155,-0.03973611763135344
53,53,53,53,53,53,53,53,53,53,53,0.00041340184,-0.00012771453,-7.873014e-05,-9.8708675e-05,-1.0225867,-0.48893574,-2.94175,-1.4065573,0.038726464,-0.122633845,1.8410863e-05,-5.289156e-05,-0.09259802,-0.044274468,1.8410692e-05,-5.2892956e-05,-0.09259973,-0.044275284,70.843124,42.318253,26.921492,1.6033809,1.58989,3.193271,-0.13083086519051648,-0.039496273676595174
54,54,54,54,54,54,54,54,54,54,54,0.00042120187,-0.00012830648,-7.8582154e-05,-9.900464e-05,-1.0247858,-0.49040174,-2.9480762,-1.4107746,0.038380694,-0.12240334,1.8711582e-05,-5.384721e-05,-0.09279715,-0.04440722,1.8711406e-05,-5.3848657e-05,-0.09279889,-0.04440805,71.50135,42.572403,26.820381,2.1085684,2.090827,4.199395,-0.1305681758624517,-0.039136638447658405
55,55,55,55,55,55,55,55,55,55,55,0.0004290019,-0.00012889845,-7.843417e-05,-9.944864e-05,-1.0269849,-0.492601,-2.954403,-1.4171015,0.038150195,-0.122172825,1.9010053e-05,-5.4801058e-05,-0.0929963,-0.04460637,1.9009873e-05,-5.480256e-05,-0.092998065,-0.04460722,72.16265,42.955105,26.719458,2.4880908,2.467156,4.955247,-0.13030554413018414,-0.03889696836428133
56,56,56,56,56,56,56,56,56,56,56,0.00043680193,-0.0001293424,-7.828619e-05,-9.9744604e-05,-1.028451,-0.494067,-2.9586203,-1.4213188,0.037919693,-0.12194233,1.9306728e-05,-5.5753113e-05,-0.09312905,-0.04473912,1.930654e-05,-5.5754666e-05,-0.09313085,-0.044739984,72.66059,43.211155,26.618732,2.8306997,2.8068821,5.637582,-0.13004300413278014,-0.038657352590646676
57,57,57,57,57,57,57,57,57,57,57,0.000444602,-0.00012993437,-7.828619e-05,-0.000100188554,-1.0313833,-0.49626604,-2.9670558,-1.427645,0.03780441,-0.12194233,1.9602052e-05,-5.6704266e-05,-0.09339457,-0.044938248,1.9601861e-05,-5.6705874e-05,-0.0933964,-0.044939127,73.32722,43.59667,26.618732,3.111811,3.085628,6.197439,-0.13004300413278014,-0.03853753297401309
58,58,58,58,58,58,58,58,58,58,58,0.00045240202,-0.00013052631,-7.8138204e-05,-0.00010048457,-1.0335822,-0.4977323,-2.9733818,-1.4318631,0.037458677,-0.12171182,1.989558e-05,-5.765452e-05,-0.0935937,-0.04507102,1.9895382e-05,-5.7656183e-05,-0.093595564,-0.04507192,73.99685,43.854668,26.518194,3.6239846,3.5934923,7.217477,-0.1297805159658585,-0.03817828075477914
59,59,59,59,59,59,59,59,59,59,59,0.00046020205,-0.00013097026,-7.7990226e-05,-0.00010092851,-1.0350484,-0.4999313,-2.9775996,-1.438189,0.037343424,-0.12148132,2.018731e-05,-5.860298e-05,-0.09372646,-0.045270145,2.0187106e-05,-5.8604695e-05,-0.093728356,-0.045271058,74.50107,44.243027,26.417849,3.8401954,3.8078837,7.648079,-0.12951810806369143,-0.03805854968692623
60,60,60,60,60,60,60,60,60,60,60,0.00046800208,-0.00013156225,-7.784224e-05,-0.000101224476,-1.0372477,-0.5013973,-2.9839263,-1.4424064,0.03699762,-0.12125081,2.047724e-05,-5.954964e-05,-0.09392561,-0.045402896,2.0477031e-05,-5.955141e-05,-0.09392753,-0.045403827,75.17608,44.502884,26.317688,4.3555055,4.3188577,8.674363,-0.1292557576215564,-0.037699395743659436
61,61,61,61,61,61,61,61,61,61,61,0.0004758021,-0.00013215418,-7.769421e-05,-0.00010166848,-1.0394465,-0.5035966,-2.9902518,-1.4487332,0.03676712,-0.121020235,2.0764925e-05,-6.04945e-05,-0.09412472,-0.045602046,2.0764708e-05,-6.049633e-05,-0.09412667,-0.045602992,75.854065,44.894146,26.217688,4.74223,4.702328,9.444558,-0.12899340203975104,-0.037460068797583165
