Strain (mm/mm),SS316 Alloy Back Surface,SS316 Alloy Front Surface,Al 356 Alloy Back Surface,Al 356 Alloy Front Surface,SS 316 - Al 356 Composite Back Surface,SS 316 - Al 356 Composite Front Surface
-0.014204466,577.23236,-79.115326,98.60868,395.54898,104.44627,550.819
-0.014236316,577.45984,-79.52468,98.724724,396.23193,104.48043,551.80035
-0.014268048,577.686,-79.93357,98.84186,396.913,104.516884,552.77954
-0.014299894,577.91095,-80.34193,98.96007,397.59213,104.55563,553.7564
-0.014331742,578.1346,-80.74986,99.079346,398.2694,104.59665,554.73083
-0.014363587,578.3571,-81.15729,99.1997,398.94476,104.639915,555.7028
-0.014395432,578.57837,-81.564186,99.32109,399.6182,104.68543,556.67255
-0.014427393,578.7985,-81.970505,99.44353,400.2897,104.73317,557.63983
-0.014459236,579.01733,-82.376305,99.567,400.95926,104.78314,558.6046
-0.014491194,579.2351,-82.781586,99.6915,401.6269,104.8353,559.567
-0.014523153,579.45166,-83.18629,99.81704,402.29248,104.889656,560.527
-0.014555227,579.667,-83.59043,99.94357,402.9561,104.946175,561.4844
-0.014587183,579.88116,-83.99399,100.07111,403.61777,105.00487,562.4393
-0.0146192545,580.0942,-84.39697,100.19965,404.2774,105.06571,563.39166
-0.0146513255,580.3059,-84.79934,100.329185,404.93497,105.128685,564.3415
-0.014683397,580.51654,-85.20107,100.4597,405.59055,105.19379,565.2889
-0.014715584,580.7261,-85.60225,100.59117,406.24408,105.26099,566.2335
-0.01474777,580.9344,-86.002785,100.72362,406.89548,105.33029,567.1756
-0.014779954,581.14154,-86.40265,100.857025,407.54486,105.401665,568.1151
-0.014812138,581.3476,-86.80185,100.99137,408.19214,105.47511,569.052
-0.014844319,581.5524,-87.200424,101.126656,408.83737,105.55062,569.9862
-0.014876501,581.75616,-87.59826,101.26287,409.48047,105.62815,570.91766
-0.014908798,581.95874,-87.99544,101.40001,410.12143,105.70772,571.8466
-0.014941096,582.1603,-88.39198,101.53807,410.76025,105.78929,572.77277
-0.014973391,582.3606,-88.78775,101.677025,411.3969,105.872856,573.6961
-0.015005685,582.5597,-89.182846,101.81689,412.0314,105.95841,574.61676
-0.015038099,582.7578,-89.57721,101.95764,412.6638,106.04593,575.53467
-0.015070508,582.95483,-89.97086,102.09928,413.29395,106.135414,576.44995
-0.015102917,583.15063,-90.36373,102.24178,413.92194,106.22684,577.36224
-0.015135326,583.3454,-90.75582,102.38515,414.54773,106.32019,578.2717
-0.015167732,583.53906,-91.14719,102.52937,415.17123,106.41544,579.1785
-0.015200255,583.7316,-91.53778,102.674446,415.7926,106.51259,580.08234
-0.015232779,583.9231,-91.9276,102.82036,416.41165,106.61164,580.98334
-0.015265301,584.1134,-92.31659,102.96711,417.02844,106.71255,581.8815
-0.01529782,584.3027,-92.70475,103.11469,417.64307,106.81532,582.7767
-0.015330339,584.49084,-93.09214,103.26308,418.25534,106.91993,583.669
-0.015362973,584.67804,-93.4787,103.41226,418.86533,107.026375,584.55835
-0.01539549,584.8641,-93.86438,103.56226,419.47305,107.13462,585.4448
-0.015428125,585.049,-94.24924,103.713036,420.07843,107.244675,586.32837
-0.015460757,585.23303,-94.63326,103.864624,420.68152,107.3565,587.20886
-0.0154935075,585.4159,-95.016365,104.01695,421.28226,107.47012,588.08636
-0.015526136,585.59766,-95.39864,104.17005,421.88068,107.58548,588.9609
-0.015558882,585.7785,-95.78003,104.32393,422.47675,107.70258,589.83234
-0.015591626,585.9582,-96.1605,104.47854,423.07047,107.8214,590.7008
-0.01562437,586.1369,-96.54009,104.63389,423.6618,107.94196,591.5662
-0.015657116,586.3145,-96.91876,104.78998,424.25076,108.0642,592.4284
-0.015689975,586.49115,-97.29649,104.946785,424.8373,108.18813,593.28766
-0.015722832,586.6668,-97.67325,105.1043,425.42148,108.31373,594.14386
-0.015755573,586.84143,-98.049126,105.262535,426.0032,108.44098,594.99677
-0.01578843,587.01495,-98.42397,105.42148,426.5825,108.56986,595.8467
-0.015821403,587.1876,-98.79794,105.5811,427.15936,108.70039,596.6933
-0.015854256,587.35913,-99.1709,105.7414,427.73383,108.83251,597.53687
-0.015887227,587.5297,-99.542854,105.90239,428.3058,108.96625,598.37726
-0.015920198,587.69934,-99.91384,106.06403,428.87534,109.101555,599.21436
-0.015953163,587.8679,-100.28379,106.226326,429.4423,109.23845,600.0482
-0.015986132,588.0355,-100.65277,106.38928,430.00684,109.37688,600.8789
-0.016019097,588.20215,-101.02072,106.55287,430.56888,109.516846,601.70636
-0.01605218,588.36786,-101.38758,106.7171,431.12848,109.65835,602.5306
-0.01608526,588.5326,-101.75347,106.88196,431.68552,109.80135,603.3514
-0.016118221,588.6962,-102.11828,107.04742,432.24002,109.94586,604.16907
-0.016151419,588.85913,-102.48201,107.213486,432.792,110.09184,604.98334
-0.016184498,589.021,-102.84471,107.38017,433.34143,110.239296,605.7944
-0.016217574,589.18176,-103.20633,107.54744,433.88828,110.38819,606.602
-0.016250767,589.3418,-103.56681,107.71529,434.4326,110.53856,607.4063
-0.016283957,589.5008,-103.92623,107.88371,434.9744,110.690315,608.2072
-0.01631715,589.6588,-104.28455,108.052704,435.51355,110.8435,609.0048
-0.01635034,589.81604,-104.64175,108.22226,436.05014,110.998055,609.7991
-0.016383527,589.9722,-104.997826,108.392365,436.58414,111.15399,610.58984
-0.016416833,590.1276,-105.35276,108.563,437.1155,111.3113,611.37714
-0.016450018,590.282,-105.70652,108.73418,437.64426,111.469986,612.1611
-0.01648332,590.4355,-106.059135,108.905876,438.17044,111.629974,612.9416
-0.016516622,590.588,-106.41064,109.0781,438.69394,111.7913,613.71857
-0.016550042,590.73975,-106.76095,109.25084,439.2148,111.95393,614.4922
-0.01658334,590.8907,-107.110085,109.424065,439.73303,112.11785,615.2622
-0.016616754,591.0406,-107.45803,109.597786,440.2486,112.28304,616.0288
-0.01665005,591.1896,-107.804756,109.772,440.76147,112.4495,616.7917
-0.016683463,591.3378,-108.15028,109.946686,441.27173,112.61722,617.55133
-0.016716877,591.4851,-108.49459,110.12183,441.77924,112.786156,618.3074
-0.016750406,591.6316,-108.83767,110.29745,442.28406,112.95633,619.05975
-0.016783815,591.7772,-109.17951,110.47352,442.78622,113.12771,619.80853
-0.01681734,591.92206,-109.52017,110.650024,443.2857,113.300255,620.5538
-0.016850747,592.0659,-109.859505,110.82697,443.78238,113.47399,621.29553
-0.016884271,592.209,-110.1976,111.00436,444.27637,113.64889,622.0337
-0.016917795,592.3512,-110.53447,111.18215,444.76764,113.82494,622.76807
-0.016951432,592.4926,-110.87,111.36037,445.2562,114.00212,623.499
-0.016984953,592.63324,-111.2043,111.53896,445.742,114.18042,624.22614
-0.01701847,592.77295,-111.53732,111.71798,446.22504,114.359825,624.94965
-0.017052105,592.9119,-111.868965,111.89738,446.7052,114.54031,625.6695
-0.017085742,593.0502,-112.19937,112.07714,447.1828,114.72189,626.38574
-0.017119376,593.18744,-112.528435,112.257286,447.6575,114.90452,627.0982
-0.017153004,593.324,-112.85618,112.43781,448.12952,115.088196,627.80707
-0.017186753,593.4598,-113.18253,112.61867,448.59863,115.27291,628.5122
-0.017220384,593.5948,-113.507614,112.799904,449.06497,115.45864,629.2135
-0.017254129,593.72906,-113.83135,112.981445,449.52853,115.645386,629.9112
-0.017287873,593.8625,-114.153656,113.163345,449.98935,115.833115,630.6051
-0.017321616,593.9952,-114.47463,113.34555,450.44727,116.021805,631.29517
-0.017355358,594.127,-114.79423,113.528076,450.90234,116.21147,631.98157
-0.017389098,594.25806,-115.11244,113.71092,451.3546,116.40208,632.6641
-0.017422955,594.3886,-115.42931,113.894066,451.80405,116.59363,633.34296
-0.017456695,594.5182,-115.74476,114.0775,452.25067,116.78609,634.0179
-0.01749055,594.64716,-116.058815,114.26122,452.69443,116.979454,634.68915
-0.017524403,594.7753,-116.3714,114.44521,453.13538,117.17371,635.35645
-0.017558256,594.9028,-116.68259,114.62947,453.57336,117.36885,636.0199
-0.017592106,595.0295,-116.99234,114.814,454.00854,117.56485,636.6796
-0.01762596,595.15546,-117.30063,114.99878,454.44077,117.76171,637.3354
-0.017659923,595.2808,-117.60757,115.1838,454.87024,117.95939,637.98737
-0.017693888,595.4054,-117.91298,115.369095,455.29675,118.15789,638.6355
-0.017727735,595.5293,-118.21695,115.55459,455.72043,118.3572,639.27966
-0.017761698,595.65247,-118.51945,115.7403,456.14117,118.5573,639.9199
-0.01779566,595.77496,-118.8205,115.92625,456.55902,118.758194,640.5563
-0.017829735,595.89685,-119.12003,116.1124,456.9739,118.95984,641.18884
-0.017863696,596.018,-119.41807,116.29874,457.38596,119.162254,641.81726
-0.017897652,596.1384,-119.71463,116.4853,457.79507,119.36539,642.4419
-0.017931728,596.2582,-120.009705,116.67203,458.20126,119.569244,643.06256
-0.017965801,596.3774,-120.30324,116.85893,458.60446,119.77382,643.6794
-0.01799987,596.4959,-120.5953,117.04601,459.0048,119.979095,644.292
-0.018033942,596.6138,-120.88577,117.23325,459.40213,120.18504,644.9008
-0.018068014,596.73096,-121.17476,117.42064,459.79663,120.39167,645.5056
-0.018102081,596.84753,-121.46216,117.60819,460.18814,120.59895,646.1064
-0.018136265,596.9635,-121.748024,117.79588,460.5766,120.80687,646.7032
-0.01817033,597.0788,-122.03237,117.983696,460.9622,121.01543,647.296
-0.018204514,597.1934,-122.31512,118.171646,461.34485,121.224594,647.88477
-0.018238693,597.30756,-122.59639,118.35971,461.7245,121.43435,648.4696
-0.01827287,597.421,-122.876015,118.5479,462.10114,121.644714,649.05023
-0.018307049,597.5338,-123.154015,118.73618,462.47482,121.85564,649.62695
-0.018341344,597.6462,-123.43052,118.92455,462.84555,122.06714,650.1996
-0.018375522,597.7578,-123.70535,119.11304,463.2133,122.27918,650.7681
-0.018409695,597.8689,-123.978645,119.30158,463.5781,122.49175,651.3327
-0.018443987,597.97943,-124.250305,119.49023,463.93982,122.704865,651.8931
-0.018478276,598.08936,-124.52034,119.67891,464.29858,122.918465,652.4495
-0.018512566,598.1987,-124.78878,119.867676,464.65436,123.13258,653.0018
-0.018546851,598.3075,-125.055595,120.056496,465.00714,123.34716,653.55
-0.018581137,598.4158,-125.32076,120.24537,465.3569,123.562225,654.09406
-0.018615423,598.52344,-125.584305,120.43426,465.7036,123.77773,654.634
-0.01864982,598.63055,-125.84621,120.6232,466.04736,123.99369,655.1698
-0.018684104,598.7371,-126.10642,120.812164,466.38806,124.21009,655.7016
-0.018718502,598.8432,-126.36504,121.00117,466.72574,124.426895,656.2292
-0.018752899,598.9488,-126.621956,121.19015,467.0605,124.644104,656.7527
-0.018787295,599.05383,-126.87721,121.37914,467.39215,124.86171,657.27203
-0.01882169,599.15826,-127.13079,121.568146,467.7207,125.07969,657.7872
-0.01885608,599.2622,-127.3827,121.75714,468.04626,125.298035,658.29816
-0.018890476,599.36566,-127.63294,121.94613,468.3689,125.51675,658.80493
-0.018924983,599.4687,-127.88149,122.13507,468.6884,125.735794,659.3077
-0.018959373,599.57117,-128.12831,122.324005,469.00482,125.95518,659.80615
-0.018993879,599.67316,-128.3734,122.51291,469.31833,126.174866,660.3005
-0.019028382,599.77466,-128.61687,122.70175,469.62866,126.39486,660.79065
-0.019062888,599.8757,-128.85855,122.89055,469.93604,126.61515,661.2766
-0.01909739,599.9762,-129.09856,123.079285,470.24036,126.83572,661.7583
-0.019131888,600.0763,-129.33682,123.26798,470.5416,127.05654,662.2358
-0.019166388,600.1759,-129.57336,123.4566,470.83975,127.27764,662.7091
-0.01920089,600.275,-129.80817,123.64515,471.13486,127.49897,663.1782
-0.019235501,600.3738,-130.04123,123.83361,471.42697,127.720535,663.64307
-0.019269997,600.472,-130.27257,124.02198,471.71603,127.94233,664.1038
-0.01930461,600.5698,-130.5021,124.210266,472.00195,128.16432,664.5603
-0.01933922,600.66724,-130.72997,124.39844,472.28488,128.38649,665.0124
-0.01937383,600.7642,-130.95605,124.58652,472.56473,128.60886,665.4604
-0.01940844,600.8607,-131.18028,124.774475,472.84146,128.8314,665.90405
-0.019443046,600.95685,-131.4028,124.96231,473.1151,129.0541,666.3435
-0.019477654,601.0525,-131.62357,125.15004,473.38577,129.27693,666.7789
-0.019512257,601.14777,-131.84258,125.337616,473.65335,129.49994,667.2097
-0.01954686,601.2427,-132.05971,125.52506,473.91785,129.72302,667.6364
-0.01958158,601.3372,-132.27515,125.712364,474.17926,129.94624,668.0589
-0.019616298,601.43134,-132.48872,125.899506,474.4376,130.16956,668.4769
-0.019650897,601.525,-132.70052,126.08651,474.69287,130.39296,668.89087
-0.019685611,601.6183,-132.91054,126.27332,474.94507,130.61646,669.30054
-0.019720329,601.7113,-133.11871,126.46001,475.19415,130.84,669.70575
-0.019755041,601.8039,-133.32512,126.64649,475.4403,131.0636,670.10675
-0.019789753,601.8962,-133.5297,126.83279,475.68326,131.28725,670.5035
-0.019824462,601.988,-133.73247,127.01891,475.9231,131.51094,670.896
-0.01985929,602.0795,-133.93341,127.204834,476.15994,131.73465,671.28406
-0.019894,602.1707,-134.13248,127.390564,476.39365,131.95836,671.66797
-0.019928822,602.2616,-134.32976,127.576096,476.62433,132.18207,672.0475
-0.019963529,602.352,-134.52519,127.7614,476.85193,132.40576,672.4227
-0.019998351,602.44214,-134.71875,127.9465,477.07645,132.62946,672.7937
-0.02003317,602.53204,-134.91054,128.13138,477.29788,132.8531,673.1603
-0.02006799,602.6215,-135.10048,128.31604,477.51627,133.0767,673.5226
-0.020102806,602.71075,-135.28853,128.50043,477.7315,133.30028,673.8806
-0.020137623,602.7996,-135.47476,128.68463,477.9437,133.52376,674.2342
-0.02017244,602.88824,-135.6591,128.86855,478.15283,133.74718,674.5836
-0.020207254,602.97644,-135.84155,129.05223,478.35898,133.97047,674.9287
-0.020242067,603.06445,-136.02223,129.23566,478.56198,134.1937,675.26935
-0.020276995,603.1522,-136.20091,129.41885,478.7618,134.41681,675.6058
-0.020311806,603.23956,-136.37787,129.60175,478.95865,134.63982,675.93787
-0.020346731,603.3267,-136.55284,129.78436,479.1524,134.8627,676.26556
-0.02038154,603.4135,-136.72597,129.96672,479.3431,135.08543,676.589
-0.020416465,603.5002,-136.89723,130.14879,479.53076,135.30801,676.908
-0.020451387,603.5865,-137.06654,130.33057,479.71527,135.53046,677.22284
-0.02048631,603.6726,-137.23402,130.51205,479.8968,135.7527,677.53326
-0.02052123,603.75836,-137.39963,130.69327,480.07516,135.9748,677.8393
-0.02055615,603.84393,-137.56335,130.87415,480.2506,136.1967,678.14105
-0.020591065,603.92926,-137.72513,131.05473,480.42285,136.41838,678.4384
-0.020625982,604.0144,-137.88503,131.23503,480.59204,136.63988,678.73145
-0.020661017,604.09924,-138.04303,131.41496,480.75824,136.86118,679.02014
-0.020695927,604.1838,-138.19911,131.5946,480.92136,137.08223,679.3046
-0.020730957,604.26825,-138.3533,131.7739,481.08142,137.30302,679.58453
-0.02076587,604.35236,-138.50557,131.95287,481.23843,137.52359,679.8602
-0.020800898,604.43634,-138.65596,132.13148,481.39233,137.7439,680.13165
-0.020835921,604.52014,-138.80438,132.3098,481.54327,137.96396,680.3987
-0.02087083,604.60364,-138.95094,132.48772,481.69116,138.18375,680.6614
-0.020905854,604.68695,-139.09558,132.6653,481.8359,138.40324,680.9197
-0.020940877,604.77014,-139.23824,132.84253,481.97766,138.62244,681.1737
-0.020975897,604.8531,-139.37901,133.01938,482.11636,138.84135,681.4234
-0.021010919,604.93585,-139.51785,133.1959,482.2521,139.05994,681.6687
-0.021045936,605.01843,-139.65482,133.37202,482.38467,139.2782,681.90967
-0.021081071,605.10095,-139.78978,133.54778,482.51428,139.49615,682.1463
-0.02111609,605.1832,-139.92284,133.72314,482.6409,139.71378,682.37854
-0.0211511,605.26526,-140.05394,133.89815,482.7644,139.93105,682.60657
-0.021186233,605.3472,-140.18312,134.07274,482.885,140.14796,682.83026
-0.021221245,605.42896,-140.31036,134.24693,483.0025,140.36452,683.0495
-0.021256372,605.51056,-140.43567,134.42073,483.1169,140.5807,683.2646
-0.02129138,605.59204,-140.559,134.59415,483.2284,140.7965,683.4751
-0.021326508,605.67346,-140.68047,134.76714,483.33688,141.01192,683.68146
-0.02136163,605.75464,-140.79994,134.93973,483.44235,141.22694,683.88336
-0.021396639,605.83563,-140.91751,135.1119,483.5448,141.44157,684.08105
-0.02143176,605.91656,-141.03307,135.28365,483.6443,141.65576,684.2744
-0.021466877,605.9974,-141.14674,135.45499,483.7407,141.86955,684.4633
-0.021502001,606.07806,-141.25838,135.62587,483.83414,142.08293,684.648
-0.021537118,606.1586,-141.36821,135.79634,483.92465,142.29588,684.8284
-0.021572236,606.239,-141.47597,135.96638,484.01202,142.50836,685.0045
-0.021607349,606.3194,-141.58183,136.13597,484.09653,142.72038,685.17615
-0.021642582,606.3997,-141.6857,136.30511,484.17807,142.93196,685.34375
-0.021677693,606.47986,-141.78763,136.47382,484.25656,143.1431,685.5068
-0.021712806,606.5599,-141.88759,136.64207,484.33218,143.35373,685.6655
-0.021748032,606.6399,-141.98566,136.80986,484.4048,143.56387,685.82
-0.021783143,606.7198,-142.08168,136.9772,484.4744,143.77356,685.97015
-0.021818249,606.79956,-142.17581,137.14406,484.54108,143.98274,686.11615
-0.021853473,606.8793,-142.26796,137.31049,484.60483,144.19144,686.25775
-0.021888698,606.9589,-142.35814,137.47643,484.6656,144.39958,686.395
-0.021923803,607.0385,-142.44637,137.64188,484.7234,144.60724,686.52814
-0.021959022,607.1181,-142.53265,137.80685,484.7783,144.81436,686.6568
-0.02199424,607.1976,-142.61693,137.97137,484.83026,145.02098,686.7813
-0.022029342,607.277,-142.6993,138.13538,484.8792,145.22705,686.9014
-0.022064557,607.35626,-142.7797,138.29892,484.92535,145.43256,687.01733
-0.02209977,607.43555,-142.85812,138.46196,484.96854,145.63754,687.12897
-0.022134986,607.5149,-142.93462,138.6245,485.00882,145.84193,687.2363
-0.022170201,607.5942,-143.00911,138.78656,485.04614,146.04579,687.3395
-0.022205409,607.67334,-143.08167,138.94812,485.0806,146.24908,687.4383
-0.022240618,607.75244,-143.15219,139.10913,485.11215,146.4518,687.53284
-0.022275828,607.8316,-143.22083,139.2697,485.14084,146.6539,687.6231
-0.022311036,607.91077,-143.28746,139.42972,485.16653,146.85544,687.7093
-0.02234636,607.98987,-143.35217,139.58922,485.18945,147.0564,687.7911
-0.022381565,608.069,-143.41496,139.74821,485.20953,147.25674,687.8686
-0.022416767,608.14795,-143.47572,139.9067,485.2266,147.45648,687.942
-0.02245197,608.227,-143.53455,140.06467,485.2409,147.65561,688.0111
-0.02248729,608.3061,-143.59138,140.22208,485.2523,147.85411,688.07605
-0.022522489,608.38513,-143.64626,140.37898,485.26083,148.05202,688.1368
-0.022557687,608.4642,-143.69925,140.53537,485.26654,148.24927,688.1932
-0.022593,608.5433,-143.75021,140.6912,485.26947,148.44588,688.24554
-0.022628197,608.6223,-143.79922,140.8465,485.26944,148.64186,688.2936
-0.02266351,608.70135,-143.84624,141.00125,485.26666,148.8372,688.33746
-0.022698702,608.7805,-143.89143,141.15547,485.26105,149.0319,688.3771
-0.022734012,608.8596,-143.93451,141.30914,485.25262,149.22592,688.4126
-0.022769323,608.9388,-143.97574,141.4623,485.24136,149.41928,688.4439
-0.02280451,609.01794,-144.01498,141.61484,485.22726,149.61201,688.471
-0.022839818,609.0972,-144.05229,141.76686,485.2104,149.80403,688.494
-0.02287512,609.1764,-144.08768,141.91835,485.19077,149.99538,688.51276
-0.022910306,609.2557,-144.12105,142.06924,485.16833,150.18608,688.5274
-0.022945609,609.335,-144.15253,142.2196,485.14313,150.37607,688.53796
-0.022980908,609.41437,-144.18198,142.36938,485.1152,150.56537,688.54425
-0.023016205,609.4938,-144.20952,142.51862,485.08447,150.75397,688.5465
-0.023051502,609.57324,-144.23517,142.66728,485.05093,150.94188,688.5445
-0.023086805,609.6528,-144.25883,142.81537,485.01474,151.12909,688.5384
-0.023121981,609.7323,-144.28053,142.96289,484.97577,151.3156,688.52826
-0.023157276,609.81195,-144.3003,143.10983,484.93405,151.50139,688.514
-0.023192568,609.89166,-144.31815,143.2562,484.88962,151.68645,688.49567
-0.023227861,609.9714,-144.33406,143.402,484.84244,151.8708,688.4731
-0.023263147,610.0513,-144.348,143.54721,484.79248,152.05446,688.4465
-0.023298439,610.13116,-144.36008,143.69185,484.73996,152.23735,688.4158
-0.023333726,610.2111,-144.37016,143.83589,484.68466,152.41954,688.381
-0.023369016,610.29126,-144.37837,143.97935,484.62668,152.60095,688.3422
-0.023404298,610.37134,-144.38457,144.12224,484.566,152.78165,688.2993
-0.0234397,610.45166,-144.38895,144.26453,484.5027,152.96162,688.2523
-0.023474984,610.5319,-144.39137,144.40625,484.43668,153.14081,688.20135
-0.023510262,610.61237,-144.39175,144.54735,484.36804,153.31926,688.14624
-0.023545545,610.6929,-144.39037,144.68787,484.2967,153.49696,688.0873
-0.023580825,610.7735,-144.38702,144.82777,484.22275,153.67392,688.02423
-0.023616103,610.8541,-144.38176,144.9671,484.14624,153.8501,687.95703
-0.023651378,610.935,-144.37453,145.10585,484.067,154.02551,687.886
-0.023686768,611.0159,-144.36545,145.24396,483.98514,154.2002,687.8108
-0.023722047,611.097,-144.35448,145.38148,483.90073,154.37407,687.7317
-0.02375732,611.17804,-144.3415,145.5184,483.81366,154.54716,687.6485
-0.023792591,611.2593,-144.32674,145.65474,483.72403,154.71953,687.5614
-0.023827862,611.34064,-144.31001,145.79042,483.63177,154.89108,687.47034
-0.023863247,611.4221,-144.29143,145.92555,483.53702,155.06189,687.37537
-0.023898516,611.5037,-144.27086,146.06004,483.43967,155.23186,687.2763
-0.023933783,611.5854,-144.24849,146.19395,483.3397,155.4011,687.17346
-0.023969049,611.66724,-144.22418,146.32722,483.23718,155.56953,687.0665
-0.02400443,611.74927,-144.19804,146.45987,483.13223,155.73715,686.95575
-0.024039691,611.8314,-144.16994,146.59195,483.02466,155.904,686.841
-0.024074953,611.9136,-144.14001,146.72337,482.91452,156.07007,686.7225
-0.024110328,611.996,-144.10823,146.8542,482.80203,156.23534,686.5999
-0.024145586,612.07855,-144.0745,146.98442,482.68686,156.39977,686.4736
-0.024180848,612.16113,-144.03894,147.11403,482.56924,156.56345,686.3432
-0.024216102,612.24384,-144.00154,147.24298,482.44916,156.72629,686.20905
-0.024251478,612.3268,-143.96225,147.37137,482.32666,156.88834,686.07104
-0.02428673,612.4099,-143.92108,147.4991,482.20157,157.04958,685.9292
-0.02432198,612.4931,-143.87805,147.62622,482.07407,157.21004,685.78345
-0.02435735,612.5765,-143.83319,147.75272,481.94412,157.36966,685.6339
-0.024392603,612.66003,-143.78645,147.87859,481.81177,157.52847,685.4805
-0.024427852,612.7437,-143.73792,148.00388,481.6769,157.6865,685.32336
-0.0244631,612.8275,-143.68755,148.1285,481.5397,157.84369,685.16235
-0.02449846,612.9115,-143.63528,148.25252,481.40002,158.00005,684.99756
-0.024533708,612.99567,-143.58115,148.3759,481.25793,158.15562,684.8289
-0.024568954,613.07996,-143.52524,148.49869,481.11346,158.31038,684.6565
-0.02460431,613.1645,-143.46748,148.62083,480.96667,158.4643,684.48047
-0.024639554,613.2491,-143.4079,148.74236,480.81738,158.61742,684.30054
-0.024674794,613.33386,-143.34651,148.86325,480.66583,158.7697,684.11694
-0.024710033,613.41876,-143.2833,148.98352,480.5119,158.92119,683.92957
-0.024745276,613.50397,-143.21829,149.10316,480.3556,159.07182,683.73846
-0.024780625,613.5893,-143.15143,149.22218,480.19696,159.22165,683.54364
-0.02481586,613.67474,-143.08281,149.34058,480.03598,159.37065,683.34515
-0.024851093,613.7604,-143.0123,149.45833,479.87277,159.51884,683.14294
-0.024886329,613.8462,-142.94003,149.57549,479.70718,159.6662,682.93713
-0.024921676,613.9323,-142.86603,149.692,479.5394,159.81274,682.72766
-0.02495691,614.01843,-142.79018,149.8079,479.36923,159.95844,682.5143
-0.02499214,614.1048,-142.71255,149.92314,479.19678,160.10332,682.2975
-0.025027366,614.19135,-142.6332,150.0378,479.0221,160.2474,682.0769
-0.025062595,614.27814,-142.55203,150.15181,478.84518,160.39064,681.85284
-0.025097819,614.365,-142.46906,150.2652,478.666,160.53308,681.62506
-0.025133044,614.45215,-142.38438,150.37794,478.48453,160.67464,681.3937
-0.025168266,614.5394,-142.29785,150.4901,478.30096,160.81543,681.1589
-0.02520349,614.6269,-142.20967,150.60158,478.1151,160.95537,680.9203
-0.025238711,614.71454,-142.11966,150.71248,477.92703,161.09447,680.6781
-0.025273928,614.80237,-142.02792,150.82272,477.7368,161.23279,680.43243
-0.025309147,614.8905,-141.9344,150.93237,477.54434,161.37025,680.1832
-0.025344366,614.9787,-141.8392,151.04138,477.34976,161.50691,679.9305
-0.02537958,615.06714,-141.74228,151.14978,477.15298,161.64273,679.67413
-0.025414797,615.1558,-141.64352,151.25754,476.95416,161.77776,679.4144
-0.025450008,615.24457,-141.54309,151.36467,476.75308,161.91194,679.151
-0.025485223,615.3337,-141.44101,151.47119,476.5499,162.0453,678.8843
-0.02552043,615.423,-141.33716,151.57709,476.34464,162.17786,678.614
-0.025555642,615.5124,-141.23158,151.68236,476.1372,162.30959,678.34033
-0.025590846,615.602,-141.1243,151.78702,475.9278,162.4405,678.063
-0.02562594,615.6917,-141.01534,151.89104,475.71622,162.5706,677.7825
-0.025661146,615.7818,-140.90465,151.99448,475.5026,162.6999,677.4985
-0.02569635,615.8721,-140.79228,152.09726,475.2869,162.82838,677.2109
-0.025731556,615.9625,-140.67828,152.19946,475.0692,162.95604,676.92
-0.02576664,616.053,-140.56255,152.30101,474.84943,163.08292,676.62573
-0.02580184,616.144,-140.4451,152.40196,474.6276,163.20894,676.32794
-0.025837041,616.235,-140.32607,152.50229,474.40375,163.3342,676.027
-0.025872126,616.3261,-140.20535,152.60202,474.17792,163.4586,675.72253
-0.02590732,616.41766,-140.08296,152.70111,473.95013,163.58226,675.4148
-0.0259424,616.50934,-139.95895,152.79962,473.72037,163.70506,675.1037
-0.025977595,616.60114,-139.83319,152.89749,473.4886,163.8271,674.7893
-0.026012672,616.6932,-139.7059,152.99478,473.25482,163.94833,674.4716
-0.026047865,616.7855,-139.57692,153.09143,473.0192,164.06876,674.1506
-0.02608294,616.8779,-139.44635,153.18748,472.78152,164.18837,673.8263
-0.026118014,616.9707,-139.31407,153.28293,472.54202,164.30722,673.4987
-0.026153203,617.06354,-139.18024,153.37776,472.3006,164.4253,673.1679
-0.026188273,617.1566,-139.04472,153.47202,472.05728,164.54254,672.8339
-0.026223343,617.2499,-138.90767,153.56566,471.812,164.65901,672.4966
-0.026258526,617.3435,-138.76898,153.65869,471.5649,164.77472,672.15607
-0.026293594,617.4372,-138.62874,153.75111,471.31595,164.88963,671.81244
-0.026328662,617.5311,-138.48688,153.84294,471.06512,165.00377,671.4654
-0.026363729,617.62524,-138.34344,153.93419,470.81244,165.11713,671.11536
-0.026398793,617.7196,-138.19843,154.02483,470.55798,165.22972,670.76215
-0.026433852,617.81415,-138.05177,154.11487,470.3016,165.34152,670.40576
-0.026468914,617.90894,-137.9036,154.2043,470.04355,165.45256,670.04626
-0.026503976,618.00397,-137.75386,154.29318,469.7836,165.56285,669.68353
-0.026539035,618.0991,-137.60258,154.38145,469.5219,165.67236,669.31775
-0.02657409,618.1946,-137.44974,154.46913,469.25845,165.7811,668.94885
-0.02660915,618.29016,-137.29536,154.55623,468.99313,165.88908,668.57697
-0.02664409,618.3859,-137.13943,154.64272,468.7262,165.99637,668.2019
-0.026679141,618.482,-136.98195,154.72865,468.45755,166.10283,667.8239
-0.026714195,618.5782,-136.823,154.814,468.18707,166.20857,667.44257
-0.02674913,618.6746,-136.66248,154.89876,467.91495,166.31357,667.0585
-0.026784182,618.77124,-136.5005,154.98294,467.64108,166.41783,666.6713
